,open,close,high,low,volume,money
2011-01-04,35.98,35.96,36.2,35.2,649500.0,23178974.0
2011-01-05,35.9,35.39,36.08,35.31,692091.0,24673408.0
2011-01-06,35.2,34.25,35.5,33.99,1435415.0,49319880.0
2011-01-07,34.24,33.8,34.69,33.65,1156121.0,39452296.0
2011-01-10,33.68,32.1,34.08,32.1,1540882.0,50992744.0
2011-01-11,32.23,32.75,33.2,32.0,1191457.0,38883196.0
2011-01-12,32.88,32.95,33.46,32.1,635490.0,20923492.0
2011-01-13,33.3,33.0,33.53,32.9,688230.0,22808808.0
2011-01-14,33.0,32.15,33.0,32.1,525909.0,17019632.0
2011-01-17,32.15,31.17,32.15,31.0,467421.0,14678971.0
2011-01-18,31.13,31.2,31.49,31.05,346335.0,10813010.0
2011-01-19,31.99,31.95,32.18,31.25,523507.0,16503035.0
2011-01-20,31.95,30.37,32.0,29.9,611502.0,18900924.0
2011-01-21,30.37,30.16,30.57,29.5,998954.0,30020718.0
2011-01-24,30.26,30.0,30.83,29.67,707063.0,21307568.0
2011-01-25,30.4,28.98,30.4,28.8,587953.0,17100310.0
2011-01-26,28.7,29.05,29.4,28.7,948583.0,27624430.0
2011-01-27,28.98,29.45,29.5,28.93,774261.0,22639544.0
2011-01-28,29.46,30.14,30.38,29.3,843082.0,25284364.0
2011-01-31,30.0,30.28,30.3,29.56,816869.0,24433758.0
2011-02-01,30.29,30.49,30.5,30.02,471188.0,14262310.0
2011-02-09,30.3,30.21,30.6,30.01,588266.0,17832622.0
2011-02-10,30.29,31.38,31.5,30.24,787953.0,24517508.0
2011-02-11,31.38,31.56,31.88,31.04,646143.0,20395064.0
2011-02-14,31.88,33.81,34.5,31.56,1491426.0,48665416.0
2011-02-15,33.31,33.27,34.14,33.03,1286171.0,42999976.0
2011-02-16,33.27,33.27,33.27,33.27,0.0,0.0
2011-02-17,33.61,32.91,33.99,32.61,1036395.0,34321688.0
2011-02-18,32.91,32.08,32.96,31.76,1184269.0,37988104.0
2011-02-21,31.9,32.38,32.45,31.51,1073820.0,34304040.0
2011-02-22,32.3,31.1,32.35,31.0,1144760.0,36129708.0
2011-02-23,31.11,31.49,31.5,30.9,834574.0,26119240.0
2011-02-24,31.49,31.83,31.99,31.25,834382.0,26444536.0
2011-02-25,31.95,32.26,32.55,31.92,1099137.0,35479096.0
2011-02-28,32.26,32.39,32.39,31.2,782523.0,24985030.0
2011-03-01,32.5,32.04,32.55,31.95,924826.0,29692518.0
2011-03-02,31.95,31.55,31.98,31.3,837149.0,26383372.0
2011-03-03,31.54,31.34,31.79,31.21,592040.0,18617126.0
2011-03-04,31.3,31.59,31.6,31.13,638131.0,19988546.0
2011-03-07,31.65,31.85,31.9,31.5,1391972.0,44103024.0
2011-03-08,31.82,31.92,31.97,31.5,1404435.0,44610056.0
2011-03-09,32.24,31.9,32.24,31.69,849346.0,27084118.0
2011-03-10,31.97,32.6,32.65,31.78,2192428.0,70852944.0
2011-03-11,32.9,34.49,35.15,32.9,5261359.0,180579920.0
2011-03-14,33.99,33.62,34.6,33.37,2744259.0,92637376.0
2011-03-15,33.62,34.08,34.3,33.0,2113304.0,71048560.0
2011-03-16,34.2,35.01,35.12,34.0,2219374.0,77482376.0
2011-03-17,35.0,33.68,35.0,33.4,1717714.0,58432460.0
2011-03-18,34.0,33.47,34.78,33.1,1148186.0,38720544.0
2011-03-21,33.46,32.24,33.6,32.0,1972372.0,63957296.0
2011-03-22,31.93,31.0,32.0,30.55,2692426.0,83220112.0
2011-03-23,30.9,31.02,31.17,30.51,1440441.0,44518700.0
2011-03-24,31.1,30.8,31.12,30.55,1402673.0,43161736.0
2011-03-25,30.8,30.94,30.98,30.57,1258841.0,38775448.0
2011-03-28,30.95,30.91,31.37,30.8,1172962.0,36430720.0
2011-03-29,31.04,29.94,31.1,29.89,1736961.0,52356004.0
2011-03-30,29.93,29.65,30.14,29.49,773711.0,22978508.0
2011-03-31,29.66,29.97,30.15,29.45,655964.0,19611750.0
2011-04-01,30.12,30.16,30.18,29.91,502028.0,15092742.0
2011-04-06,30.09,30.18,30.49,29.79,659165.0,19880732.0
2011-04-07,30.18,30.5,30.5,29.82,541573.0,16368128.0
2011-04-08,30.48,30.84,30.97,30.26,793862.0,24390556.0
2011-04-11,30.84,30.84,30.84,30.84,0.0,0.0
2011-04-12,30.44,30.14,30.44,29.93,868766.0,26186466.0
2011-04-13,29.99,30.56,30.56,29.88,714899.0,21622066.0
2011-04-14,30.58,30.05,30.65,29.98,895618.0,27013272.0
2011-04-15,30.05,29.76,30.17,29.55,649976.0,19340812.0
2011-04-18,29.76,29.4,29.84,29.35,532859.0,15719354.0
2011-04-19,29.38,29.0,29.38,28.87,619870.0,17968924.0
2011-04-20,29.02,29.55,29.55,29.01,487963.0,14280545.0
2011-04-21,29.56,29.7,29.89,29.35,502618.0,14929341.0
2011-04-22,29.65,29.51,29.65,29.31,548765.0,16139526.0
2011-04-25,29.66,28.65,29.66,28.51,571076.0,16536443.0
2011-04-26,28.5,27.36,28.5,27.23,1034518.0,28625806.0
2011-04-27,27.36,26.7,27.55,26.5,937154.0,25345172.0
2011-04-28,26.7,24.9,26.85,24.7,1376650.0,35027964.0
2011-04-29,24.75,25.42,25.5,24.75,573210.0,14413042.0
2011-05-03,25.5,25.68,25.98,25.39,402805.0,10327608.0
2011-05-04,25.83,24.8,25.83,24.7,493120.0,12366867.0
2011-05-05,24.71,24.94,24.97,24.4,772552.0,19112718.0
2011-05-06,24.8,24.66,24.95,24.38,469420.0,11557168.0
2011-05-09,24.46,25.0,25.15,24.46,402095.0,10027022.0
2011-05-10,25.1,25.05,25.2,24.7,291952.0,7276858.0
2011-05-11,25.09,25.1,25.2,24.88,404087.0,10122876.0
2011-05-12,25.1,24.67,25.18,24.67,356598.0,8874474.0
2011-05-13,24.67,24.88,24.88,24.2,333758.0,8171392.0
2011-05-16,24.87,24.87,25.13,24.76,335248.0,8373851.0
2011-05-17,24.87,24.56,24.96,24.3,357553.0,8797904.0
2011-05-18,24.56,24.49,24.65,24.43,312255.0,7660113.0
2011-05-19,24.51,23.97,24.68,23.95,533570.0,12934091.0
2011-05-20,23.95,23.24,23.95,23.09,758556.0,17716812.0
2011-05-23,23.2,22.0,23.2,21.97,943520.0,21046876.0
2011-05-24,21.76,23.28,23.32,21.76,1269805.0,28898562.0
2011-05-25,23.0,22.38,23.08,22.25,644805.0,14579718.0
2011-05-26,22.25,22.39,22.96,22.25,410229.0,9249763.0
2011-05-27,22.48,22.48,22.86,22.0,506595.0,11345781.0
2011-05-30,22.3,23.16,23.49,22.1,1163549.0,26922690.0
2011-05-31,23.2,23.5,23.6,22.8,1050890.0,24367700.0
2011-06-01,23.45,23.38,23.58,23.11,585949.0,13659561.0
2011-06-02,23.1,22.89,23.25,22.5,571713.0,13037908.0
2011-06-03,22.62,23.2,23.46,22.6,397283.0,9209770.0
2011-06-07,23.2,23.13,23.49,22.9,338820.0,7831226.0
2011-06-08,23.15,22.89,23.16,22.45,538742.0,12228902.0
2011-06-09,22.89,22.33,23.1,22.06,618615.0,13876761.0
2011-06-10,22.32,22.17,22.66,21.81,401267.0,8865630.0
2011-06-13,22.08,22.11,22.56,21.77,586590.0,12983106.0
2011-06-14,22.16,22.35,22.4,22.11,517314.0,11518332.0
2011-06-15,22.32,22.16,22.52,22.08,437859.0,9750260.0
2011-06-16,22.02,21.7,22.33,21.65,438866.0,9611262.0
2011-06-17,21.65,21.6,22.11,21.6,486375.0,10604742.0
2011-06-20,21.61,21.64,21.9,21.46,290124.0,6272494.0
2011-06-21,21.86,21.84,21.89,21.62,273280.0,5952624.0
2011-06-22,21.95,21.97,22.29,21.84,367448.0,8104924.0
2011-06-23,21.88,23.09,23.8,21.8,1631514.0,37267560.0
2011-06-24,22.8,23.31,23.46,22.72,1400325.0,32408792.0
2011-06-27,23.29,23.41,23.58,23.01,1034788.0,24136772.0
2011-06-28,23.41,23.3,23.42,23.04,659049.0,15310196.0
2011-06-29,23.45,22.79,23.45,22.79,574745.0,13278120.0
2011-06-30,22.8,23.0,23.28,22.7,515952.0,11880608.0
2011-07-01,23.12,23.13,23.35,22.91,691222.0,16016734.0
2011-07-04,23.15,23.65,23.74,23.15,944096.0,22165060.0
