,display_name,date,weight,market_cap
000001.XSHE,深发展A,2011-03-16,0.77,555.8597
000012.XSHE,南玻A,2011-03-16,0.31,471.6997
000021.XSHE,长城开发,2011-03-16,0.13,154.4874
000031.XSHE,中粮地产,2011-03-16,0.1,115.172
000059.XSHE,辽通化工,2011-03-16,0.12,139.1387
000060.XSHE,中金岭南,2011-03-16,0.39,319.9145
000061.XSHE,农产品,2011-03-16,0.16,134.1815
000069.XSHE,华侨城A,2011-03-16,0.39,453.0703
000338.XSHE,潍柴动力,2011-03-16,0.62,942.8411
000402.XSHE,金融街,2011-03-16,0.27,197.0629
000425.XSHE,徐工机械,2011-03-16,0.44,627.6973
000527.XSHE,美的电器,2011-03-16,0.7,673.4852
000528.XSHE,柳工,2011-03-16,0.31,298.5642
000538.XSHE,云南白药,2011-03-16,0.28,406.1459
000568.XSHE,泸州老窖,2011-03-16,0.55,638.2828
000612.XSHE,焦作万方,2011-03-16,0.12,99.3964
000623.XSHE,吉林敖东,2011-03-16,0.28,201.822
000625.XSHE,长安汽车,2011-03-16,0.18,264.0165
000651.XSHE,格力电器,2011-03-16,0.74,611.4819
000652.XSHE,泰达股份,2011-03-16,0.14,114.7996
000685.XSHE,中山公用,2011-03-16,0.06,109.2552
000686.XSHE,东北证券,2011-03-16,0.1,145.06
000690.XSHE,宝新能源,2011-03-16,0.12,99.6255
000718.XSHE,苏宁环球,2011-03-16,0.1,149.8341
000725.XSHE,京东方A,2011-03-16,0.25,392.1247
000729.XSHE,燕京啤酒,2011-03-16,0.21,241.8113
000776.XSHE,广发证券,2011-03-16,0.07,1055.2155
000792.XSHE,盐湖钾肥,2011-03-16,0.46,443.4136
000807.XSHE,云铝股份,2011-03-16,0.16,149.1814
000825.XSHE,太钢不锈,2011-03-16,0.29,337.2179
000858.XSHE,五粮液,2011-03-16,1.1,1270.8896
000876.XSHE,新希望,2011-03-16,0.15,167.7229
000898.XSHE,鞍钢股份,2011-03-16,0.26,596.1482
000933.XSHE,神火股份,2011-03-16,0.28,268.17
000951.XSHE,中国重汽,2011-03-16,0.14,114.6709
000959.XSHE,首钢股份,2011-03-16,0.09,131.1205
000960.XSHE,锡业股份,2011-03-16,0.25,286.7077
000961.XSHE,中南建设,2011-03-16,0.07,142.0092
000969.XSHE,安泰科技,2011-03-16,0.2,188.5851
000983.XSHE,西山煤电,2011-03-16,0.73,844.2065
002001.XSHE,新和成,2011-03-16,0.16,229.6893
002092.XSHE,中泰化学,2011-03-16,0.15,168.5336
002122.XSHE,天马股份,2011-03-16,0.14,199.8216
002142.XSHE,宁波银行,2011-03-16,0.26,374.6083
002304.XSHE,洋河股份,2011-03-16,0.17,997.65
002399.XSHE,海普瑞,2011-03-16,0.18,519.5699
002405.XSHE,四维图新,2011-03-16,0.06,179.543
002415.XSHE,海康威视,2011-03-16,0.08,458.25
002422.XSHE,科伦药业,2011-03-16,0.18,348.07199999999995
600006.XSHG,东风汽车,2011-03-16,0.07,105.2
600009.XSHG,上海机场,2011-03-16,0.24,275.3624
600010.XSHG,包钢股份,2011-03-16,0.28,408.5437
600015.XSHG,华夏银行,2011-03-16,0.61,587.8842
600016.XSHG,民生银行,2011-03-16,2.05,1397.1805
600019.XSHG,宝钢股份,2011-03-16,0.68,1304.6476
600026.XSHG,中海发展,2011-03-16,0.11,340.1148
600030.XSHG,中信证券,2011-03-16,1.73,1428.2028
600033.XSHG,福建高速,2011-03-16,0.09,98.7984
600036.XSHG,招商银行,2011-03-16,2.94,2958.1531
600037.XSHG,歌华有线,2011-03-16,0.14,133.6055
600058.XSHG,五矿发展,2011-03-16,0.31,446.7724
600066.XSHG,宇通客车,2011-03-16,0.16,132.3644
600089.XSHG,特变电工,2011-03-16,0.73,420.8786
600096.XSHG,云天化,2011-03-16,0.13,148.8876
600100.XSHG,同方股份,2011-03-16,0.34,279.4708
600108.XSHG,亚盛集团,2011-03-16,0.18,128.0163
600109.XSHG,国金证券,2011-03-16,0.08,158.1383
600115.XSHG,东方航空,2011-03-16,0.26,716.0602
600118.XSHG,中国卫星,2011-03-16,0.15,168.7247
600123.XSHG,兰花科创,2011-03-16,0.24,230.9362
600125.XSHG,铁龙物流,2011-03-16,0.2,164.2949
600143.XSHG,金发科技,2011-03-16,0.26,247.7391
600153.XSHG,建发股份,2011-03-16,0.21,202.5164
600161.XSHG,天坛生物,2011-03-16,0.1,112.6295
600166.XSHG,福田汽车,2011-03-16,0.25,243.4561
600169.XSHG,太原重工,2011-03-16,0.2,195.8556
600177.XSHG,雅戈尔,2011-03-16,0.27,256.283
600183.XSHG,生益科技,2011-03-16,0.12,112.7374
600188.XSHG,兖州煤业,2011-03-16,0.32,1537.0
600216.XSHG,浙江医药,2011-03-16,0.18,173.4981
600256.XSHG,广汇股份,2011-03-16,0.47,448.9445
600266.XSHG,北京城建,2011-03-16,0.1,114.9736
600271.XSHG,航天信息,2011-03-16,0.2,231.9581
600276.XSHG,恒瑞医药,2011-03-16,0.32,367.6719
600300.XSHG,维维股份,2011-03-16,0.08,97.812
600309.XSHG,烟台万华,2011-03-16,0.38,441.7816
600312.XSHG,平高电气,2011-03-16,0.14,100.8147
600316.XSHG,洪都航空,2011-03-16,0.17,251.2052
600320.XSHG,振华重工,2011-03-16,0.25,352.9797
600325.XSHG,华发股份,2011-03-16,0.13,96.4114
600348.XSHG,国阳新能,2011-03-16,0.55,639.73
600362.XSHG,江西铜业,2011-03-16,0.58,1393.4023
600369.XSHG,西南证券,2011-03-16,0.1,275.6872
600380.XSHG,健康元,2011-03-16,0.12,170.2144
600395.XSHG,盘江股份,2011-03-16,0.2,392.2473
600432.XSHG,吉恩镍业,2011-03-16,0.15,213.1627
600456.XSHG,宝钛股份,2011-03-16,0.1,120.5604
600497.XSHG,驰宏锌锗,2011-03-16,0.26,303.0352
600500.XSHG,中化国际,2011-03-16,0.15,177.6861
600508.XSHG,上海能源,2011-03-16,0.14,203.0115
600517.XSHG,置信电气,2011-03-16,0.1,95.1568
600518.XSHG,康美药业,2011-03-16,0.42,342.9995
600528.XSHG,中铁二局,2011-03-16,0.14,158.9069
600535.XSHG,天士力,2011-03-16,0.17,200.9912
600547.XSHG,山东黄金,2011-03-16,0.59,677.2402
600582.XSHG,天地科技,2011-03-16,0.18,263.2183
600585.XSHG,海螺水泥,2011-03-16,0.83,1270.7728
600588.XSHG,用友软件,2011-03-16,0.15,175.1419
600595.XSHG,中孚实业,2011-03-16,0.15,176.1798
600597.XSHG,光明乳业,2011-03-16,0.08,108.9063
600598.XSHG,北大荒,2011-03-16,0.19,272.6961
600600.XSHG,青岛啤酒,2011-03-16,0.2,456.362
600611.XSHG,大众交通,2011-03-16,0.08,122.7768
600635.XSHG,大众公用,2011-03-16,0.16,114.3184
600642.XSHG,申能股份,2011-03-16,0.25,239.276
600657.XSHG,信达地产,2011-03-16,0.05,93.5896
600663.XSHG,陆家嘴,2011-03-16,0.13,335.8096
600664.XSHG,哈药股份,2011-03-16,0.27,262.9326
600690.XSHG,青岛海尔,2011-03-16,0.41,393.9488
600694.XSHG,大商股份,2011-03-16,0.23,132.2909
600703.XSHG,三安光电,2011-03-16,0.22,318.5363
600737.XSHG,中粮屯河,2011-03-16,0.11,127.5106
600741.XSHG,华域汽车,2011-03-16,0.23,330.9079
600779.XSHG,水井坊,2011-03-16,0.13,109.8739
600804.XSHG,鹏博士,2011-03-16,0.11,104.1363
600808.XSHG,马钢股份,2011-03-16,0.16,297.2463
600823.XSHG,世茂股份,2011-03-16,0.09,172.0775
600832.XSHG,东方明珠,2011-03-16,0.24,272.113
600837.XSHG,海通证券,2011-03-16,0.86,831.0099
600863.XSHG,内蒙华电,2011-03-16,0.11,204.4619
600875.XSHG,东方电气,2011-03-16,0.36,616.5877
600879.XSHG,航天电子,2011-03-16,0.16,111.7614
600887.XSHG,伊利股份,2011-03-16,0.53,304.3022
600900.XSHG,长江电力,2011-03-16,0.66,1273.8
600970.XSHG,中材国际,2011-03-16,0.24,343.022
600999.XSHG,招商证券,2011-03-16,0.24,692.3526
601001.XSHG,大同煤业,2011-03-16,0.23,335.0747
601006.XSHG,大秦铁路,2011-03-16,0.87,1253.2705
601099.XSHG,太平洋,2011-03-16,0.06,179.4956
601101.XSHG,昊华能源,2011-03-16,0.11,214.3788
601107.XSHG,四川成渝,2011-03-16,0.08,210.3945
601111.XSHG,中国国航,2011-03-16,0.33,1477.418
601158.XSHG,重庆水务,2011-03-16,0.16,448.8
601166.XSHG,兴业银行,2011-03-16,1.98,1628.7479999999996
601168.XSHG,西部矿业,2011-03-16,0.51,419.1697
601169.XSHG,北京银行,2011-03-16,0.89,734.2295
601179.XSHG,中国西电,2011-03-16,0.18,351.1742
601268.XSHG,二重重装,2011-03-16,0.08,221.052
601288.XSHG,农业银行,2011-03-16,0.47,8574.5645
601299.XSHG,中国北车,2011-03-16,0.44,634.95
601328.XSHG,交通银行,2011-03-16,2.01,3128.0361
601333.XSHG,广深铁路,2011-03-16,0.18,253.5906
601369.XSHG,陕鼓动力,2011-03-16,0.09,250.1856
601398.XSHG,工商银行,2011-03-16,1.14,15042.6992
601600.XSHG,中国铝业,2011-03-16,0.38,1552.6112
601601.XSHG,中国太保,2011-03-16,1.21,1910.92
601618.XSHG,中国中冶,2011-03-16,0.34,760.578
601666.XSHG,平煤股份,2011-03-16,0.32,366.3438
601668.XSHG,中国建筑,2011-03-16,0.74,1065.0
601688.XSHG,华泰证券,2011-03-16,0.28,794.08
601699.XSHG,潞安环能,2011-03-16,0.48,693.2016
601766.XSHG,中国南车,2011-03-16,0.51,889.184
601888.XSHG,中国国旅,2011-03-16,0.13,244.288
601918.XSHG,国投新集,2011-03-16,0.14,260.3495
601919.XSHG,中国远洋,2011-03-16,0.41,1051.2546
601988.XSHG,中国银行,2011-03-16,0.4,9128.1143
601989.XSHG,中国重工,2011-03-16,0.64,1237.5876
601390.XSHG,中国中铁,2011-03-16,0.4,964.8855
601998.XSHG,中信银行,2011-03-16,0.21,2096.0906
600812.XSHG,华北制药,2011-03-16,0.21,152.3323
600307.XSHG,酒钢宏兴,2011-03-16,0.09,252.6413
600111.XSHG,包钢稀土,2011-03-16,0.76,727.3398
