,display_name,date,weight,market_cap
002044.XSHE,美年健康,2018-04-03,0.249,702.0924
000413.XSHE,东旭光电,2018-04-03,0.262,436.6451
000415.XSHE,渤海租赁,2018-04-03,0.096,361.176
002426.XSHE,胜利精密,2018-04-03,0.094,170.6993
600909.XSHG,华安证券,2018-04-03,0.067,252.7458
600999.XSHG,招商证券,2018-04-03,0.35,1170.3868
000826.XSHE,启迪桑德,2018-04-03,0.128,295.3123
002294.XSHE,信立泰,2018-04-03,0.16,445.289
000709.XSHE,河钢股份,2018-04-03,0.131,363.1564
000627.XSHE,天茂集团,2018-04-03,0.10099999999999999,380.4284
000625.XSHE,长安汽车,2018-04-03,0.193,538.3769
000623.XSHE,吉林敖东,2018-04-03,0.16899999999999998,241.7399
002450.XSHE,ST康得新,2018-04-03,0.369,700.3901
600816.XSHG,安信信托,2018-04-03,0.18899999999999997,530.0506
600498.XSHG,烽火通信,2018-04-03,0.141,323.1537
600893.XSHG,航发动力,2018-04-03,0.22399999999999998,634.9061
601877.XSHG,正泰电器,2018-04-03,0.1,564.75
601872.XSHG,招商轮船,2018-04-03,0.07,192.9003
600089.XSHG,特变电工,2018-04-03,0.289,324.2761
600895.XSHG,张江高科,2018-04-03,0.092,217.436
600085.XSHG,同仁堂,2018-04-03,0.168,487.9691
601229.XSHG,上海银行,2018-04-03,0.11199999999999999,1131.0582
601228.XSHG,广州港,2018-04-03,0.036000000000000004,338.1476
002841.XSHE,视源股份,2018-04-03,0.03,354.8001
601878.XSHG,浙商证券,2018-04-03,0.040999999999999995,419.6667
000792.XSHE,盐湖股份,2018-04-03,0.159,401.4757
300024.XSHE,机器人,2018-04-03,0.201,339.5081
300027.XSHE,华谊兄弟,2018-04-03,0.14,259.6938
600436.XSHG,片仔癀,2018-04-03,0.221,491.6432
600000.XSHG,浦发银行,2018-04-03,1.206,3393.1006
000959.XSHE,首钢股份,2018-04-03,0.069,249.6592
600649.XSHG,城投控股,2018-04-03,0.08900000000000001,198.0658
300124.XSHE,汇川技术,2018-04-03,0.311,581.4591
600415.XSHG,小商品城,2018-04-03,0.128,284.6801
601633.XSHG,长城汽车,2018-04-03,0.121,1036.8578
600008.XSHG,首创股份,2018-04-03,0.114,245.8513
600009.XSHG,上海机场,2018-04-03,0.415,924.7474
300144.XSHE,宋城演艺,2018-04-03,0.134,295.1699
600066.XSHG,宇通客车,2018-04-03,0.262,472.2332
000938.XSHE,紫光股份,2018-04-03,0.094,842.0767
600061.XSHG,国投资本,2018-04-03,0.095,529.2366
000425.XSHE,徐工机械,2018-04-03,0.145,275.4037
601988.XSHG,中国银行,2018-04-03,0.73,11422.2461
601989.XSHG,中国重工,2018-04-03,0.43799999999999994,1235.5088
000738.XSHE,航发控制,2018-04-03,0.068,189.031
600958.XSHG,东方证券,2018-04-03,0.326,864.4159
600068.XSHG,葛洲坝,2018-04-03,0.214,394.1689
000423.XSHE,东阿阿胶,2018-04-03,0.284,399.6072
601155.XSHG,新城控股,2018-04-03,0.28,787.8271
300251.XSHE,光线传媒,2018-04-03,0.1,367.5811
000630.XSHE,铜陵有色,2018-04-03,0.146,273.6899
601390.XSHG,中国中铁,2018-04-03,0.363,1688.1938
601377.XSHG,兴业证券,2018-04-03,0.26899999999999996,452.0253
002415.XSHE,海康威视,2018-04-03,1.344,3815.4763
601398.XSHG,工商银行,2018-04-03,1.158,20956.6875
601021.XSHG,春秋航空,2018-04-03,0.07400000000000001,273.1438
600153.XSHG,建发股份,2018-04-03,0.14,312.4391
601866.XSHG,中远海发,2018-04-03,0.085,352.8304
601788.XSHG,光大证券,2018-04-03,0.212,575.4263
600157.XSHG,永泰能源,2018-04-03,0.184,417.5067
300315.XSHE,掌趣科技,2018-04-03,0.135,180.3727
000559.XSHE,万向钱潮,2018-04-03,0.106,240.9015
002601.XSHE,龙蟒佰利,2018-04-03,0.099,374.312
002608.XSHE,江苏国信,2018-04-03,0.05,280.0958
000876.XSHE,新希望,2018-04-03,0.135,308.1907
600795.XSHG,国电电力,2018-04-03,0.309,575.7567
600011.XSHG,华能国际,2018-04-03,0.254,971.3045
600010.XSHG,包钢股份,2018-04-03,0.263,989.1952
600016.XSHG,民生银行,2018-04-03,1.666,2885.9912
600015.XSHG,华夏银行,2018-04-03,0.504,1130.9611
601318.XSHG,中国平安,2018-04-03,6.2379999999999995,11792.584
600390.XSHG,五矿资本,2018-04-03,0.03,370.7156
600019.XSHG,宝钢股份,2018-04-03,0.664,1863.8245
600018.XSHG,上港集团,2018-04-03,0.187,1670.8219
600549.XSHG,厦门钨业,2018-04-03,0.10099999999999999,277.4429
000723.XSHE,美锦能源,2018-04-03,0.059000000000000004,222.9521
600074.XSHG,*ST保千,2018-04-03,0.022000000000000002,48.5139
601992.XSHG,金隅集团,2018-04-03,0.147,514.6686
000725.XSHE,京东方A,2018-04-03,1.112,1802.5571
600372.XSHG,中航电子,2018-04-03,0.073,279.531
600373.XSHG,中文传媒,2018-04-03,0.075,214.8208
000538.XSHE,云南白药,2018-04-03,0.455,1007.7625
000728.XSHE,国元证券,2018-04-03,0.163,309.6211
600376.XSHG,首开股份,2018-04-03,0.096,216.1676
000686.XSHE,东北证券,2018-04-03,0.09699999999999999,185.832
000338.XSHE,潍柴动力,2018-04-03,0.353,684.5636
002027.XSHE,分众传媒,2018-04-03,0.556,1477.5732
002024.XSHE,苏宁易购,2018-04-03,0.462,1316.4396
601211.XSHG,国泰君安,2018-04-03,0.565,1497.9261
002081.XSHE,金螳螂,2018-04-03,0.182,340.1938
600547.XSHG,山东黄金,2018-04-03,0.19,577.0068
002352.XSHE,顺丰控股,2018-04-03,0.09699999999999999,2152.4993
601628.XSHG,中国人寿,2018-04-03,0.373,7083.1353
601919.XSHG,中远海控,2018-04-03,0.198,581.306
601718.XSHG,际华集团,2018-04-03,0.065,238.0263
600383.XSHG,金地集团,2018-04-03,0.23199999999999998,507.4392
600900.XSHG,长江电力,2018-04-03,0.932,3491.3999
601857.XSHG,中国石油,2018-04-03,0.436,13708.2715
600703.XSHG,三安光电,2018-04-03,0.503,946.1946
002456.XSHE,欧菲光,2018-04-03,0.34,540.7176
002292.XSHE,奥飞娱乐,2018-04-03,0.057999999999999996,164.2163
600871.XSHG,石化油服,2018-04-03,0.034,383.4837
000783.XSHE,长江证券,2018-04-03,0.247,400.8864
