,display_name,date,weight,market_cap
601288.XSHG,农业银行,2012-04-10,1.109,8574.5645
601688.XSHG,华泰证券,2012-04-10,0.325,528.08
600999.XSHG,招商证券,2012-04-10,0.573,557.9336
601788.XSHG,光大证券,2012-04-10,0.353,429.6426
002304.XSHE,洋河股份,2012-04-10,0.8759999999999999,1422.0
601989.XSHG,中国重工,2012-04-10,0.514,834.5925
601299.XSHG,中国北车,2012-04-10,0.353,429.3143
601179.XSHG,中国西电,2012-04-10,0.134,162.9518
601117.XSHG,中国化学,2012-04-10,0.254,309.2991
601888.XSHG,中国国旅,2012-04-10,0.14300000000000002,232.32
600863.XSHG,内蒙华电,2012-04-10,0.127,206.4976
601607.XSHG,上海医药,2012-04-10,0.177,301.6958
000961.XSHE,中南建设,2012-04-10,0.079,128.9295
600000.XSHG,浦发银行,2012-04-10,2.05,1663.8896
600005.XSHG,武钢股份,2012-04-10,0.24,291.7102
600008.XSHG,首创股份,2012-04-10,0.11199999999999999,109.56
600009.XSHG,上海机场,2012-04-10,0.256,249.5411
600010.XSHG,包钢股份,2012-04-10,0.342,416.8945
600015.XSHG,华夏银行,2012-04-10,0.769,748.675
600016.XSHG,民生银行,2012-04-10,2.867,1752.9932
600019.XSHG,宝钢股份,2012-04-10,0.517,838.8271
600026.XSHG,中海发展,2012-04-10,0.079,206.9968
600028.XSHG,中国石化,2012-04-10,0.63,6225.0107
600029.XSHG,南方航空,2012-04-10,0.201,455.5351
600030.XSHG,中信证券,2012-04-10,1.767,1376.0118
600031.XSHG,三一重工,2012-04-10,0.851,1036.5409
600036.XSHG,招商银行,2012-04-10,3.0039999999999996,2552.5127
600037.XSHG,歌华有线,2012-04-10,0.10400000000000001,84.7232
600048.XSHG,保利地产,2012-04-10,0.855,693.5751
600050.XSHG,中国联通,2012-04-10,0.737,896.6160000000001
600058.XSHG,五矿发展,2012-04-10,0.228,277.1961
600062.XSHG,华润双鹤,2012-04-10,0.10400000000000001,84.1536
600066.XSHG,宇通客车,2012-04-10,0.25,174.0739
600068.XSHG,葛洲坝,2012-04-10,0.313,253.887
600085.XSHG,同仁堂,2012-04-10,0.188,182.9402
600089.XSHG,特变电工,2012-04-10,0.415,201.8839
600096.XSHG,云天化,2012-04-10,0.091,111.259
600100.XSHG,同方股份,2012-04-10,0.304,185.055
600104.XSHG,上汽集团,2012-04-10,0.677,1648.3221
600108.XSHG,亚盛集团,2012-04-10,0.166,100.7455
600109.XSHG,国金证券,2012-04-10,0.07400000000000001,119.729
600111.XSHG,包钢稀土,2012-04-10,1.045,848.0787
600118.XSHG,中国卫星,2012-04-10,0.127,123.3883
600123.XSHG,兰花科创,2012-04-10,0.306,248.5291
600125.XSHG,铁龙物流,2012-04-10,0.168,116.7137
600132.XSHG,重庆啤酒,2012-04-10,0.16899999999999998,137.2058
600143.XSHG,金发科技,2012-04-10,0.273,190.0061
600150.XSHG,中国船舶,2012-04-10,0.293,357.2505
600151.XSHG,航天机电,2012-04-10,0.077,75.2575
