,display_name,date,weight,market_cap
000413.XSHE,东旭光电,2015-04-17,0.2,322.3779
600315.XSHG,上海家化,2015-04-17,0.23,314.3314
600316.XSHG,洪都航空,2015-04-17,0.15,240.7353
002416.XSHE,爱施德,2015-04-17,0.04,207.6034
600252.XSHG,中恒集团,2015-04-17,0.19,247.4276
002570.XSHE,*ST因美,2015-04-17,0.13,200.1072
000825.XSHE,太钢不锈,2015-04-17,0.13,353.737
000826.XSHE,启迪桑德,2015-04-17,0.15,330.2759
600256.XSHG,广汇能源,2015-04-17,0.31,563.3917
000709.XSHE,河钢股份,2015-04-17,0.19,529.8685
000559.XSHE,万向钱潮,2015-04-17,0.17,345.4833
000156.XSHE,华数传媒,2015-04-17,0.04,511.0757
000157.XSHE,中联重科,2015-04-17,0.33,615.7057
000623.XSHE,吉林敖东,2015-04-17,0.27,367.2564
002500.XSHE,山西证券,2015-04-17,0.17,522.8873
002375.XSHE,亚厦股份,2015-04-17,0.11,320.7414
000629.XSHE,攀钢钒钛,2015-04-17,0.18,387.3976
600893.XSHG,航发动力,2015-04-17,0.23,921.744
600783.XSHG,鲁信创投,2015-04-17,0.08,264.322
600089.XSHG,特变电工,2015-04-17,0.38,560.2191
002415.XSHE,海康威视,2015-04-17,0.38,1241.0839999999996
603699.XSHG,纽威股份,2015-04-17,0.02,181.5
600085.XSHG,同仁堂,2015-04-17,0.18,455.3281
000792.XSHE,盐湖股份,2015-04-17,0.19,449.0007
000793.XSHE,华闻传媒,2015-04-17,0.18,328.8119999999999
300027.XSHE,华谊兄弟,2015-04-17,0.28,422.3467
600340.XSHG,华夏幸福,2015-04-17,0.3,741.0772
600000.XSHG,浦发银行,2015-04-17,1.81,3469.5457
600648.XSHG,外高桥,2015-04-17,0.1,456.2968
600649.XSHG,城投控股,2015-04-17,0.11,215.998
300124.XSHE,汇川技术,2015-04-17,0.2,315.1138
600415.XSHG,小商品城,2015-04-17,0.36,762.5943
601633.XSHG,长城汽车,2015-04-17,0.21,1719.8817
600008.XSHG,首创股份,2015-04-17,0.15,398.6648
600009.XSHG,上海机场,2015-04-17,0.24,517.7737
600066.XSHG,宇通客车,2015-04-17,0.27,477.6215
002051.XSHE,中工国际,2015-04-17,0.11,275.9926
600060.XSHG,海信电器,2015-04-17,0.19,291.7913
000937.XSHE,冀中能源,2015-04-17,0.07,246.8047
601988.XSHG,中国银行,2015-04-17,1.04,14513.3184
601989.XSHG,中国重工,2015-04-17,0.76,2399.8696
601555.XSHG,东吴证券,2015-04-17,0.32,783.27
600068.XSHG,葛洲坝,2015-04-17,0.24,563.6248
000423.XSHE,东阿阿胶,2015-04-17,0.22,322.8904
600660.XSHG,福耀玻璃,2015-04-17,0.24,394.7348
601225.XSHG,陕西煤业,2015-04-17,0.04,886.0
601866.XSHG,中远海发,2015-04-17,0.17,917.1253
000630.XSHE,铜陵有色,2015-04-17,0.13,323.7234
600998.XSHG,九州通,2015-04-17,0.09,410.4401
601390.XSHG,中国中铁,2015-04-17,0.88,3833.9819
002400.XSHE,省广集团,2015-04-17,0.19,223.5259
600718.XSHG,东软集团,2015-04-17,0.25,325.9263
600023.XSHG,浙能电力,2015-04-17,0.06,991.9458
601398.XSHG,工商银行,2015-04-17,0.92,20101.3125
600153.XSHG,建发股份,2015-04-17,0.25,468.3751
600150.XSHG,中国船舶,2015-04-17,0.32,747.2154
600663.XSHG,陆家嘴,2015-04-17,0.16,780.5051
000024.XSHE,招商地产,2015-04-17,0.35,823.2739
600157.XSHG,永泰能源,2015-04-17,0.13,726.7904
000027.XSHE,深圳能源,2015-04-17,0.11,387.1987
600867.XSHG,通化东宝,2015-04-17,0.15,243.1037
601901.XSHG,方正证券,2015-04-17,0.59,1298.2024
600863.XSHG,内蒙华电,2015-04-17,0.14,336.2684
600100.XSHG,同方股份,2015-04-17,0.3,541.2079
600398.XSHG,海澜之家,2015-04-17,0.08,669.4209
600795.XSHG,国电电力,2015-04-17,0.42,1061.1215
600011.XSHG,华能国际,2015-04-17,0.36,1352.632
600010.XSHG,包钢股份,2015-04-17,0.49,1005.1254
600016.XSHG,民生银行,2015-04-17,2.69,3741.4128
600015.XSHG,华夏银行,2015-04-17,0.59,1503.1038
601318.XSHG,中国平安,2015-04-17,4.14,8218.7969
600655.XSHG,豫园股份,2015-04-17,0.15,277.9781
600019.XSHG,宝钢股份,2015-04-17,0.36,1316.035
600018.XSHG,上港集团,2015-04-17,0.2,2234.5586
600549.XSHG,厦门钨业,2015-04-17,0.13,318.8979
600395.XSHG,盘江股份,2015-04-17,0.07,217.6393
601258.XSHG,庞大集团,2015-04-17,0.11,284.153
002603.XSHE,以岭药业,2015-04-17,0.09,247.5536
601766.XSHG,中国中车,2015-04-17,0.82,4952.5166
600369.XSHG,西南证券,2015-04-17,0.25,700.558
601992.XSHG,金隅集团,2015-04-17,0.12,575.1138
000536.XSHE,华映科技,2015-04-17,0.07,158.3137
000725.XSHE,京东方A,2015-04-17,0.42,1577.4468
600372.XSHG,中航电子,2015-04-17,0.17,588.0882
600373.XSHG,中文传媒,2015-04-17,0.1,284.958
000538.XSHE,云南白药,2015-04-17,0.36,745.6422
000728.XSHE,国元证券,2015-04-17,0.34,756.1785
600079.XSHG,人福医药,2015-04-17,0.19,214.7702
000400.XSHE,许继电气,2015-04-17,0.17,284.8525
000686.XSHE,东北证券,2015-04-17,0.25,484.5943
000338.XSHE,潍柴动力,2015-04-17,0.34,691.1613
002024.XSHE,苏宁易购,2015-04-17,0.59,948.721
601888.XSHG,中国国旅,2015-04-17,0.21,501.3957
600547.XSHG,山东黄金,2015-04-17,0.2,417.2448
600873.XSHG,梅花生物,2015-04-17,0.14,347.4997
601336.XSHG,新华保险,2015-04-17,0.45,1727.6049
600143.XSHG,金发科技,2015-04-17,0.13,250.624
600383.XSHG,金地集团,2015-04-17,0.52,548.4077
600900.XSHG,长江电力,2015-04-17,0.55,2059.2
000039.XSHE,中集集团,2015-04-17,0.2,709.8501
601857.XSHG,中国石油,2015-04-17,0.58,24488.207
600703.XSHG,三安光电,2015-04-17,0.26,529.5897
000983.XSHE,西山煤电,2015-04-17,0.13,279.1963
600999.XSHG,招商证券,2015-04-17,0.76,2137.3938
002292.XSHE,奥飞娱乐,2015-04-17,0.09,268.6378
000783.XSHE,长江证券,2015-04-17,0.54,789.1466
600705.XSHG,中航资本,2015-04-17,0.37,907.419
002450.XSHE,ST康得新,2015-04-17,0.3,390.7653
600570.XSHG,恒生电子,2015-04-17,0.55,789.9875
002153.XSHE,石基信息,2015-04-17,0.15,357.4355
600267.XSHG,海正药业,2015-04-17,0.1,228.5414
601158.XSHG,重庆水务,2015-04-17,0.06,544.8
000831.XSHE,五矿稀土,2015-04-17,0.2,338.4067
600578.XSHG,京能电力,2015-04-17,0.09,331.9854
600498.XSHG,烽火通信,2015-04-17,0.12,252.2653
600664.XSHG,哈药股份,2015-04-17,0.1,210.9232
000839.XSHE,中信国安,2015-04-17,0.19,286.7745
300015.XSHE,爱尔眼科,2015-04-17,0.1,277.7558
000625.XSHE,长安汽车,2015-04-17,0.47,946.0996
002475.XSHE,立讯精密,2015-04-17,0.1,348.5795
600688.XSHG,上海石化,2015-04-17,0.12,727.92
002344.XSHE,海宁皮城,2015-04-17,0.14,271.936
002252.XSHE,上海莱士,2015-04-17,0.16,860.9215
600352.XSHG,浙江龙盛,2015-04-17,0.34,482.6318
600048.XSHG,保利地产,2015-04-17,0.76,1485.5544
600362.XSHG,江西铜业,2015-04-17,0.18,772.5349
600208.XSHG,新湖中宝,2015-04-17,0.21,788.585
000917.XSHE,电广传媒,2015-04-17,0.18,361.9021
603288.XSHG,海天味业,2015-04-17,0.08,876.3466
000750.XSHE,国海证券,2015-04-17,0.17,455.8343
000999.XSHE,华润三九,2015-04-17,0.11,282.5105
601628.XSHG,中国人寿,2015-04-17,0.63,11150.4258
601928.XSHG,凤凰传媒,2015-04-17,0.11,418.3816
002038.XSHE,双鹭药业,2015-04-17,0.15,248.0641
002470.XSHE,金正大,2015-04-17,0.12,345.2326
601009.XSHG,南京银行,2015-04-17,0.27,500.2652
600674.XSHG,川投能源,2015-04-17,0.25,532.2188
603993.XSHG,洛阳钼业,2015-04-17,0.04,718.2781
300146.XSHE,汤臣倍健,2015-04-17,0.12,298.9941
002422.XSHE,科伦药业,2015-04-17,0.15,291.096
600177.XSHG,雅戈尔,2015-04-17,0.3,456.2327
600170.XSHG,上海建工,2015-04-17,0.16,602.0933
601006.XSHG,大秦铁路,2015-04-17,0.67,1987.6899
601168.XSHG,西部矿业,2015-04-17,0.2,264.9896
601169.XSHG,北京银行,2015-04-17,0.71,1336.9202
600271.XSHG,航天信息,2015-04-17,0.28,485.339
601098.XSHG,中南传媒,2015-04-17,0.16,399.61
600277.XSHG,亿利洁能,2015-04-17,0.1,248.6612
600276.XSHG,恒瑞医药,2015-04-17,0.36,820.0831
300070.XSHE,碧水源,2015-04-17,0.24,496.0379
601088.XSHG,中国神华,2015-04-17,0.41,4423.4517
601166.XSHG,兴业银行,2015-04-17,2.15,3917.1604
600809.XSHG,山西汾酒,2015-04-17,0.06,206.4182
600196.XSHG,复星医药,2015-04-17,0.29,630.3134
601231.XSHG,环旭电子,2015-04-17,0.04,434.2056
002673.XSHE,西部证券,2015-04-17,0.19,826.0908
600058.XSHG,五矿发展,2015-04-17,0.09,252.5422
600690.XSHG,青岛海尔,2015-04-17,0.4,835.8567
002129.XSHE,中环股份,2015-04-17,0.15,457.1645
002230.XSHE,科大讯飞,2015-04-17,0.3,548.5713
601186.XSHG,中国铁建,2015-04-17,0.59,2931.3999
002236.XSHE,大华股份,2015-04-17,0.22,436.628
600050.XSHG,中国联通,2015-04-17,0.48,1498.5994
601933.XSHG,永辉超市,2015-04-17,0.23,473.4612
002001.XSHE,新和成,2015-04-17,0.1,195.1343
600597.XSHG,光明乳业,2015-04-17,0.12,244.1583
600497.XSHG,驰宏锌锗,2015-04-17,0.14,236.6269
002007.XSHE,华兰生物,2015-04-17,0.13,260.1339
002008.XSHE,大族激光,2015-04-17,0.18,245.4086
601898.XSHG,中煤能源,2015-04-17,0.13,1032.8499
601939.XSHG,建设银行,2015-04-17,0.6,17975.7891
000598.XSHE,兴蓉环境,2015-04-17,0.16,321.3171
600600.XSHG,青岛啤酒,2015-04-17,0.15,643.0678
300024.XSHE,机器人,2015-04-17,0.28,359.1863
600166.XSHG,福田汽车,2015-04-17,0.13,277.4775
601179.XSHG,中国西电,2015-04-17,0.17,501.3113
600880.XSHG,博瑞传播,2015-04-17,0.1,156.6745
600518.XSHG,康美药业,2015-04-17,0.49,769.3302
600519.XSHG,贵州茅台,2015-04-17,0.92,2655.8306
601998.XSHG,中信银行,2015-04-17,0.24,3869.312
000858.XSHE,五粮液,2015-04-17,0.45,1015.4211
600516.XSHG,方大炭素,2015-04-17,0.14,224.1785
000729.XSHE,燕京啤酒,2015-04-17,0.13,310.1879
600221.XSHG,海航控股,2015-04-17,0.26,717.5305
600028.XSHG,中国石化,2015-04-17,0.42,8886.627
600029.XSHG,南方航空,2015-04-17,0.28,975.8662
000166.XSHE,申万宏源,2015-04-17,0.79,2776.7256
000503.XSHE,国新健康,2015-04-17,0.34,413.7279
002310.XSHE,东方园林,2015-04-17,0.1,270.4357
600188.XSHG,兖州煤业,2015-04-17,0.06,762.8438
601699.XSHG,潞安环能,2015-04-17,0.12,307.1947
000581.XSHE,威孚高科,2015-04-17,0.21,351.9693
002429.XSHE,兆驰股份,2015-04-17,0.07,206.1845
000060.XSHE,中金岭南,2015-04-17,0.17,375.2617
000061.XSHE,农产品,2015-04-17,0.21,312.9202
000776.XSHE,广发证券,2015-04-17,0.85,2143.5234
000063.XSHE,中兴通讯,2015-04-17,0.44,898.2295
000778.XSHE,新兴铸管,2015-04-17,0.14,259.7678
