,display_name,date,weight,market_cap
600000.XSHG,浦发银行,2011-10-11,2.02,1598.6025
600004.XSHG,白云机场,2011-10-11,0.07,81.995
600005.XSHG,武钢股份,2011-10-11,0.28,335.1135
600008.XSHG,首创股份,2011-10-11,0.11,109.12
600009.XSHG,上海机场,2011-10-11,0.24,230.2715
600010.XSHG,包钢股份,2011-10-11,0.29,348.8039
600015.XSHG,华夏银行,2011-10-11,0.59,697.9871
600016.XSHG,民生银行,2011-10-11,2.61,1466.6388
600018.XSHG,上港集团,2011-10-11,0.13,680.3799
600019.XSHG,宝钢股份,2011-10-11,0.57,900.1193
600026.XSHG,中海发展,2011-10-11,0.09,237.6377
600028.XSHG,中国石化,2011-10-11,0.6,5947.7949
600029.XSHG,南方航空,2011-10-11,0.29,636.1783
600030.XSHG,中信证券,2011-10-11,1.63,1227.5804
600031.XSHG,三一重工,2011-10-11,0.93,1100.328
600036.XSHG,招商银行,2011-10-11,2.91,2414.4226
600037.XSHG,歌华有线,2011-10-11,0.12,93.1001
600048.XSHG,保利地产,2011-10-11,0.66,522.8581
600050.XSHG,中国联通,2011-10-11,0.91,1078.9069
600058.XSHG,五矿发展,2011-10-11,0.21,243.7525
600062.XSHG,双鹤药业,2011-10-11,0.14,109.1939
600066.XSHG,宇通客车,2011-10-11,0.15,100.599
600068.XSHG,葛洲坝,2011-10-11,0.36,284.5767
600085.XSHG,同仁堂,2011-10-11,0.18,172.2633
600089.XSHG,特变电工,2011-10-11,0.58,274.8889
600096.XSHG,云天化,2011-10-11,0.11,131.305
600100.XSHG,同方股份,2011-10-11,0.23,158.8173
600104.XSHG,上海汽车,2011-10-11,0.58,1385.439
600108.XSHG,亚盛集团,2011-10-11,0.15,90.8446
600109.XSHG,国金证券,2011-10-11,0.08,125.2303
600111.XSHG,包钢稀土,2011-10-11,0.76,598.6082
600118.XSHG,中国卫星,2011-10-11,0.15,138.9
600123.XSHG,兰花科创,2011-10-11,0.28,223.8533
600125.XSHG,铁龙物流,2011-10-11,0.19,127.5495
600132.XSHG,重庆啤酒,2011-10-11,0.39,307.3217
600143.XSHG,金发科技,2011-10-11,0.27,215.8989
600150.XSHG,中国船舶,2011-10-11,0.28,332.9744
600151.XSHG,航天机电,2011-10-11,0.09,87.8004
600153.XSHG,建发股份,2011-10-11,0.21,162.6845
600161.XSHG,天坛生物,2011-10-11,0.09,84.5366
600166.XSHG,福田汽车,2011-10-11,0.2,158.6473
600169.XSHG,太原重工,2011-10-11,0.14,111.0171
600170.XSHG,上海建工,2011-10-11,0.07,116.0987
600177.XSHG,雅戈尔,2011-10-11,0.26,204.8483
600183.XSHG,生益科技,2011-10-11,0.1,93.5908
600188.XSHG,兖州煤业,2011-10-11,0.35,1368.7906
600196.XSHG,复星医药,2011-10-11,0.19,183.0121
600208.XSHG,新湖中宝,2011-10-11,0.14,226.0701
600216.XSHG,浙江医药,2011-10-11,0.15,116.6105
600219.XSHG,南山铝业,2011-10-11,0.19,148.3496
600220.XSHG,江苏阳光,2011-10-11,0.11,71.5119
600221.XSHG,海南航空,2011-10-11,0.14,238.0408
600239.XSHG,云南城投,2011-10-11,0.08,56.0755
600256.XSHG,广汇股份,2011-10-11,0.51,402.0282
600266.XSHG,北京城建,2011-10-11,0.1,97.5452
600269.XSHG,赣粤高速,2011-10-11,0.1,92.4821
600271.XSHG,航天信息,2011-10-11,0.3,239.2529
600307.XSHG,酒钢宏兴,2011-10-11,0.08,195.976
600309.XSHG,烟台万华,2011-10-11,0.32,300.1321
600312.XSHG,平高电气,2011-10-11,0.11,67.1552
600316.XSHG,洪都航空,2011-10-11,0.13,149.1598
600320.XSHG,振华重工,2011-10-11,0.21,252.881
600331.XSHG,宏达股份,2011-10-11,0.19,132.096
600348.XSHG,阳泉煤业,2011-10-11,0.55,524.0495
600352.XSHG,浙江龙盛,2011-10-11,0.17,115.1238
600362.XSHG,江西铜业,2011-10-11,0.46,919.0084
600369.XSHG,西南证券,2011-10-11,0.1,245.49400000000003
600376.XSHG,首开股份,2011-10-11,0.12,117.6309
600380.XSHG,健康元,2011-10-11,0.08,96.1738
600383.XSHG,金地集团,2011-10-11,0.44,207.9251
600395.XSHG,盘江股份,2011-10-11,0.19,299.6747
600415.XSHG,小商品城,2011-10-11,0.26,244.9446
600418.XSHG,江淮汽车,2011-10-11,0.15,100.7792
600428.XSHG,中远航运,2011-10-11,0.1,91.2841
