,display_name,date,weight,market_cap
000413.XSHE,东旭光电,2015-05-04,0.17,310.1323
600315.XSHG,上海家化,2015-05-04,0.22,311.9109
600316.XSHG,洪都航空,2015-05-04,0.14,286.1287
002416.XSHE,爱施德,2015-05-04,0.03,207.503
600252.XSHG,中恒集团,2015-05-04,0.22,317.0456
002570.XSHE,*ST因美,2015-05-04,0.11,204.7085
000825.XSHE,太钢不锈,2015-05-04,0.15,438.0415
000826.XSHE,启迪桑德,2015-05-04,0.17,317.1998
600256.XSHG,广汇能源,2015-05-04,0.29,564.436
000709.XSHE,河钢股份,2015-05-04,0.2,627.5597
000559.XSHE,万向钱潮,2015-05-04,0.15,347.357
000156.XSHE,华数传媒,2015-05-04,0.03,511.5344
000157.XSHE,中联重科,2015-05-04,0.3,614.9351
000623.XSHE,吉林敖东,2015-05-04,0.25,367.167
002500.XSHE,山西证券,2015-05-04,0.19,534.2216
002375.XSHE,亚厦股份,2015-05-04,0.1,293.4965
000629.XSHE,攀钢钒钛,2015-05-04,0.2,480.1668
600893.XSHG,航发动力,2015-05-04,0.27,1071.6003
600783.XSHG,鲁信创投,2015-05-04,0.08,308.3881
600089.XSHG,特变电工,2015-05-04,0.4,582.252
002415.XSHE,海康威视,2015-05-04,0.34,1331.8256
603699.XSHG,纽威股份,2015-05-04,0.02,185.925
600085.XSHG,同仁堂,2015-05-04,0.18,428.4473
000792.XSHE,盐湖股份,2015-05-04,0.16,456.3171
000793.XSHE,华闻传媒,2015-05-04,0.16,327.3761
300027.XSHE,华谊兄弟,2015-05-04,0.26,453.5303
600340.XSHG,华夏幸福,2015-05-04,0.29,891.3564
600000.XSHG,浦发银行,2015-05-04,1.77,3322.1833
600648.XSHG,外高桥,2015-05-04,0.09,429.7296
600649.XSHG,城投控股,2015-05-04,0.09,215.998
300124.XSHE,汇川技术,2015-05-04,0.18,376.9777
600415.XSHG,小商品城,2015-05-04,0.29,690.7439
601633.XSHG,长城汽车,2015-05-04,0.18,1607.9207
600008.XSHG,首创股份,2015-05-04,0.13,381.0695
600009.XSHG,上海机场,2015-05-04,0.23,552.6517
600066.XSHG,宇通客车,2015-05-04,0.24,449.6999
002051.XSHE,中工国际,2015-05-04,0.1,282.8015
600060.XSHG,海信电器,2015-05-04,0.19,350.9347
000937.XSHE,冀中能源,2015-05-04,0.07,276.7039
601988.XSHG,中国银行,2015-05-04,0.98,14218.9307
601989.XSHG,中国重工,2015-05-04,0.93,2941.5388
601555.XSHG,东吴证券,2015-05-04,0.31,709.29
600068.XSHG,葛洲坝,2015-05-04,0.28,676.4418
000423.XSHE,东阿阿胶,2015-05-04,0.24,347.4816
600660.XSHG,福耀玻璃,2015-05-04,0.19,397.1142
601225.XSHG,陕西煤业,2015-05-04,0.04,1014.0
601866.XSHG,中远海发,2015-05-04,0.31,1250.0944
000630.XSHE,铜陵有色,2015-05-04,0.11,323.7234
600998.XSHG,九州通,2015-05-04,0.08,431.9644
601390.XSHG,中国中铁,2015-05-04,1.27,4551.7886
002400.XSHE,省广集团,2015-05-04,0.15,221.8371
600718.XSHG,东软集团,2015-05-04,0.2,329.6091
600023.XSHG,浙能电力,2015-05-04,0.07,1117.4187
601398.XSHG,工商银行,2015-05-04,0.88,19210.2969
600153.XSHG,建发股份,2015-05-04,0.23,434.9198
600150.XSHG,中国船舶,2015-05-04,0.34,847.1289
600663.XSHG,陆家嘴,2015-05-04,0.15,750.6222
000024.XSHE,招商地产,2015-05-04,0.29,823.2739
600157.XSHG,永泰能源,2015-05-04,0.17,659.6226
000027.XSHE,深圳能源,2015-05-04,0.1,401.2065
600867.XSHG,通化东宝,2015-05-04,0.19,305.6308
601901.XSHG,方正证券,2015-05-04,0.54,1223.2903
600863.XSHG,内蒙华电,2015-05-04,0.15,380.4073
600100.XSHG,同方股份,2015-05-04,0.32,604.6354
600398.XSHG,海澜之家,2015-05-04,0.08,702.6673
600795.XSHG,国电电力,2015-05-04,0.52,1357.8425
600011.XSHG,华能国际,2015-05-04,0.41,1782.3594
600010.XSHG,包钢股份,2015-05-04,0.47,1105.9581
600016.XSHG,民生银行,2015-05-04,2.52,3707.188
600015.XSHG,华夏银行,2015-05-04,0.63,1439.8809
601318.XSHG,中国平安,2015-05-04,4.01,8269.0674
600655.XSHG,豫园股份,2015-05-04,0.18,282.4338
