,display_name,date,weight,market_cap
002044.XSHE,美年健康,2017-09-15,0.185,410.4413
000413.XSHE,东旭光电,2017-09-15,0.22,547.3441
000415.XSHE,渤海租赁,2017-09-15,0.12,426.1135
002426.XSHE,胜利精密,2017-09-15,0.145,261.7275
601009.XSHG,南京银行,2017-09-15,0.37799999999999995,681.9695
600999.XSHG,招商证券,2017-09-15,0.41200000000000003,1366.0096
002049.XSHE,紫光国微,2017-09-15,0.095,173.91400000000004
000826.XSHE,启迪桑德,2017-09-15,0.16,355.1923
600256.XSHG,广汇能源,2017-09-15,0.124,220.3441
000709.XSHE,河钢股份,2017-09-15,0.187,489.5178
000559.XSHE,万向钱潮,2017-09-15,0.134,312.4836
000156.XSHE,华数传媒,2017-09-15,0.079,211.1327
000157.XSHE,中联重科,2017-09-15,0.18600000000000005,351.5257
000623.XSHE,吉林敖东,2017-09-15,0.198,263.0186
002450.XSHE,ST康得新,2017-09-15,0.442,756.1998
000555.XSHE,神州信息,2017-09-15,0.045,161.1821
600498.XSHG,烽火通信,2017-09-15,0.129,290.9685
600893.XSHG,航发动力,2017-09-15,0.264,617.3541
601877.XSHG,正泰电器,2017-09-15,0.076,433.4538
600909.XSHG,华安证券,2017-09-15,0.113,399.0342
601872.XSHG,招商轮船,2017-09-15,0.099,273.982
600089.XSHG,特变电工,2017-09-15,0.34600000000000003,379.6739
600895.XSHG,张江高科,2017-09-15,0.12300000000000001,261.4188
601117.XSHG,中国化学,2017-09-15,0.135,370.4683
600085.XSHG,同仁堂,2017-09-15,0.163,433.3846
601229.XSHG,上海银行,2017-09-15,0.15,1434.7032
002841.XSHE,视源股份,2017-09-15,0.03,295.2673
000792.XSHE,盐湖股份,2017-09-15,0.149,443.8242
000793.XSHE,华闻传媒,2017-09-15,0.2,211.6217
300027.XSHE,华谊兄弟,2017-09-15,0.141,259.6938
600436.XSHG,片仔癀,2017-09-15,0.152,336.8923
600000.XSHG,浦发银行,2017-09-15,1.317,3765.8718
000959.XSHE,首钢股份,2017-09-15,0.10800000000000001,380.8361
600649.XSHG,城投控股,2017-09-15,0.121,260.2933
300124.XSHE,汇川技术,2017-09-15,0.243,471.7262
600415.XSHG,小商品城,2017-09-15,0.18100000000000002,388.6455
601633.XSHG,长城汽车,2017-09-15,0.14,1144.5594
600008.XSHG,首创股份,2017-09-15,0.14800000000000002,321.0529
600009.XSHG,上海机场,2017-09-15,0.34700000000000003,790.8237
300144.XSHE,宋城演艺,2017-09-15,0.129,277.4481
600066.XSHG,宇通客车,2017-09-15,0.254,487.7308
600060.XSHG,海信电器,2017-09-15,0.105,189.5989
600061.XSHG,国投资本,2017-09-15,0.16899999999999998,595.4973
000425.XSHE,徐工机械,2017-09-15,0.14800000000000002,265.5929
601988.XSHG,中国银行,2017-09-15,0.8220000000000001,11952.1445
601989.XSHG,中国重工,2017-09-15,0.546,1184.8616
000738.XSHE,航发控制,2017-09-15,0.08199999999999999,226.7226
600958.XSHG,东方证券,2017-09-15,0.48200000000000004,1028.0358
600068.XSHG,葛洲坝,2017-09-15,0.271,500.5393
000423.XSHE,东阿阿胶,2017-09-15,0.301,417.1349
601155.XSHG,新城控股,2017-09-15,0.149,441.082
300251.XSHE,光线传媒,2017-09-15,0.071,295.4144
000630.XSHE,铜陵有色,2017-09-15,0.182,322.1119
601390.XSHG,中国中铁,2017-09-15,0.605,2021.7207
002152.XSHE,广电运通,2017-09-15,0.08900000000000001,200.8688
601788.XSHG,光大证券,2017-09-15,0.287,720.6661
601398.XSHG,工商银行,2017-09-15,1.173,20564.6406
601021.XSHG,春秋航空,2017-09-15,0.076,277.6411
600153.XSHG,建发股份,2017-09-15,0.168,341.6417
600150.XSHG,中国船舶,2017-09-15,0.161,339.2926
601866.XSHG,中远海发,2017-09-15,0.11800000000000001,466.1567
600718.XSHG,东软集团,2017-09-15,0.136,216.565
600157.XSHG,永泰能源,2017-09-15,0.16899999999999998,459.7544
300315.XSHE,掌趣科技,2017-09-15,0.141,214.296
000627.XSHE,天茂集团,2017-09-15,0.113,400.7902
601901.XSHG,方正证券,2017-09-15,0.34600000000000003,731.0106
600309.XSHG,万华化学,2017-09-15,0.45399999999999996,1136.5291
000876.XSHE,新希望,2017-09-15,0.147,315.3579
600795.XSHG,国电电力,2017-09-15,0.379,666.1485
000783.XSHE,长江证券,2017-09-15,0.308,550.182
600010.XSHG,包钢股份,2017-09-15,0.35200000000000004,1258.1469
600016.XSHG,民生银行,2017-09-15,1.831,3002.7441
600015.XSHG,华夏银行,2017-09-15,0.563,1196.3567
601318.XSHG,中国平安,2017-09-15,5.595,9757.9932
600019.XSHG,宝钢股份,2017-09-15,0.6679999999999999,1635.5966
600018.XSHG,上港集团,2017-09-15,0.195,1524.8278
600549.XSHG,厦门钨业,2017-09-15,0.138,355.8709
601766.XSHG,中国中车,2017-09-15,0.892,2835.4478
600074.XSHG,*ST保千,2017-09-15,0.09300000000000001,253.2964
601992.XSHG,金隅集团,2017-09-15,0.213,716.4784
000725.XSHE,京东方A,2017-09-15,0.8390000000000001,1336.2585
600372.XSHG,中航电子,2017-09-15,0.08,292.021
600373.XSHG,中文传媒,2017-09-15,0.12,320.0955
000538.XSHE,云南白药,2017-09-15,0.418,896.4369
000728.XSHE,国元证券,2017-09-15,0.23800000000000002,430.7271
600376.XSHG,首开股份,2017-09-15,0.107,290.2011
000686.XSHE,东北证券,2017-09-15,0.142,246.9178
000338.XSHE,潍柴动力,2017-09-15,0.321,608.5899
002027.XSHE,分众传媒,2017-09-15,0.14800000000000002,1181.5695
002024.XSHE,苏宁易购,2017-09-15,0.409,1095.7917
601211.XSHG,国泰君安,2017-09-15,0.897,1848.2253
002081.XSHE,金螳螂,2017-09-15,0.165,297.3722
600919.XSHG,江苏银行,2017-09-15,0.10300000000000001,998.5949
601958.XSHG,金钼股份,2017-09-15,0.081,281.0372
002352.XSHE,顺丰控股,2017-09-15,0.10300000000000001,2263.7332
601628.XSHG,中国人寿,2017-09-15,0.449,7922.5967
600820.XSHG,隧道股份,2017-09-15,0.17600000000000002,314.0952
002131.XSHE,利欧股份,2017-09-15,0.079,172.7149
601919.XSHG,中远海控,2017-09-15,0.27399999999999997,775.4152
601718.XSHG,际华集团,2017-09-15,0.107,382.0718
600383.XSHG,金地集团,2017-09-15,0.244,573.6826
600900.XSHG,长江电力,2017-09-15,0.9109999999999999,3311.0
601857.XSHG,中国石油,2017-09-15,0.363,14605.0742
600703.XSHG,三安光电,2017-09-15,0.44299999999999995,876.4535
002456.XSHE,欧菲光,2017-09-15,0.373,567.5742
002292.XSHE,奥飞娱乐,2017-09-15,0.07400000000000001,191.7366
600871.XSHG,石化油服,2017-09-15,0.053,452.5652
600547.XSHG,山东黄金,2017-09-15,0.22399999999999998,606.9064
600705.XSHG,中航资本,2017-09-15,0.254,541.2724
600704.XSHG,物产中大,2017-09-15,0.12,338.0746
600570.XSHG,恒生电子,2017-09-15,0.23399999999999999,324.1624
600048.XSHG,保利地产,2017-09-15,0.6759999999999999,1381.5084
002797.XSHE,第一创业,2017-09-15,0.040999999999999995,411.532
002415.XSHE,海康威视,2017-09-15,1.094,3007.687
002195.XSHE,二三四五,2017-09-15,0.147,253.6365
600660.XSHG,福耀玻璃,2017-09-15,0.297,603.0717
600663.XSHG,陆家嘴,2017-09-15,0.165,789.3580000000002
601099.XSHG,太平洋,2017-09-15,0.271,289.6934
000839.XSHE,中信国安,2017-09-15,0.273,465.6754
000625.XSHE,长安汽车,2017-09-15,0.247,660.8444
002475.XSHE,立讯精密,2017-09-15,0.24600000000000002,659.3415
600688.XSHG,上海石化,2017-09-15,0.131,681.48
600352.XSHG,浙江龙盛,2017-09-15,0.233,347.7812
600682.XSHG,南京新百,2017-09-15,0.154,428.6662
600362.XSHG,江西铜业,2017-09-15,0.187,640.9512
600208.XSHG,新湖中宝,2017-09-15,0.174,391.2701
000917.XSHE,电广传媒,2017-09-15,0.11199999999999999,156.07299999999995
603160.XSHG,汇顶科技,2017-09-15,0.040999999999999995,420.6886
002508.XSHE,老板电器,2017-09-15,0.172,403.244
000750.XSHE,国海证券,2017-09-15,0.16899999999999998,255.4618
600685.XSHG,中船防务,2017-09-15,0.084,375.1446
600369.XSHG,西南证券,2017-09-15,0.161,336.4485
002500.XSHE,山西证券,2017-09-15,0.191,336.3354
002470.XSHE,金正大,2017-09-15,0.11800000000000001,258.0572
600446.XSHG,金证股份,2017-09-15,0.084,158.9023
600674.XSHG,川投能源,2017-09-15,0.19699999999999998,423.0457
603993.XSHG,洛阳钼业,2017-09-15,0.184,1682.5808
601225.XSHG,陕西煤业,2017-09-15,0.237,850.0
600177.XSHG,雅戈尔,2017-09-15,0.20199999999999999,361.7262
600170.XSHG,上海建工,2017-09-15,0.159,342.8193
601006.XSHG,大秦铁路,2017-09-15,0.501,1315.7111
002424.XSHE,贵州百灵,2017-09-15,0.066,238.2106
601169.XSHG,北京银行,2017-09-15,1.028,1374.0752
600271.XSHG,航天信息,2017-09-15,0.203,364.7464
600977.XSHG,中国电影,2017-09-15,0.09300000000000001,326.725
002839.XSHE,张家港行,2017-09-15,0.027999999999999997,265.5257
600276.XSHG,恒瑞医药,2017-09-15,0.8440000000000001,1640.2749
300072.XSHE,三聚环保,2017-09-15,0.266,579.6332
300070.XSHE,碧水源,2017-09-15,0.32899999999999996,585.3727
601088.XSHG,中国神华,2017-09-15,0.35200000000000004,4075.3833
002831.XSHE,裕同科技,2017-09-15,0.027999999999999997,260.7665
601166.XSHG,兴业银行,2017-09-15,2.028,3610.5544
600196.XSHG,复星医药,2017-09-15,0.271,772.9916
002673.XSHE,西部证券,2017-09-15,0.261,557.1427
600690.XSHG,青岛海尔,2017-09-15,0.39399999999999996,885.3429
002230.XSHE,科大讯飞,2017-09-15,0.511,736.0076
601186.XSHG,中国铁建,2017-09-15,0.528,1664.8518
002236.XSHE,大华股份,2017-09-15,0.32899999999999996,727.008
600050.XSHG,中国联通,2017-09-15,0.628,1549.4712
601933.XSHG,永辉超市,2017-09-15,0.24,700.5578
002202.XSHE,金风科技,2017-09-15,0.225,439.1911
002007.XSHE,华兰生物,2017-09-15,0.145,257.8203
002008.XSHE,大族激光,2017-09-15,0.308,419.4633
001979.XSHE,招商蛇口,2017-09-15,0.415,1571.3336
601939.XSHG,建设银行,2017-09-15,0.433,17050.748
000983.XSHE,西山煤电,2017-09-15,0.159,341.5901
601375.XSHG,中原证券,2017-09-15,0.073,376.6785
002736.XSHE,国信证券,2017-09-15,0.324,1156.2
600606.XSHG,绿地控股,2017-09-15,0.256,968.5851
