,display_name,date,weight,market_cap
600259.XSHG,广晟有色,2014-01-02,0.09,95.2957
600315.XSHG,上海家化,2014-01-02,0.38,303.6081
600316.XSHG,洪都航空,2014-01-02,0.14,132.2359
600252.XSHG,中恒集团,2014-01-02,0.23,151.6437
002570.XSHE,*ST因美,2014-01-02,0.23,193.9593
600170.XSHG,上海建工,2014-01-02,0.1,172.8992
000826.XSHE,启迪桑德,2014-01-02,0.26,219.7062
600256.XSHG,广汇能源,2014-01-02,0.53,457.3968
000709.XSHE,河钢股份,2014-01-02,0.16,212.3722
601231.XSHG,环旭电子,2014-01-02,0.08,234.3152
000156.XSHE,华数传媒,2014-01-02,0.03,246.3071
000157.XSHE,中联重科,2014-01-02,0.46,415.3509
002236.XSHE,大华股份,2014-01-02,0.45,490.8888
000623.XSHE,吉林敖东,2014-01-02,0.24,157.9578
002155.XSHE,湖南黄金,2014-01-02,0.11,79.5022
600588.XSHG,用友网络,2014-01-02,0.13,131.9923
000703.XSHE,恒逸石化,2014-01-02,0.05,88.4802
002375.XSHE,亚厦股份,2014-01-02,0.16,162.6085
000629.XSHE,攀钢钒钛,2014-01-02,0.18,185.5385
600893.XSHG,航发动力,2014-01-02,0.2,209.9608
002294.XSHE,信立泰,2014-01-02,0.13,231.0388
601139.XSHG,深圳燃气,2014-01-02,0.06,154.4751
600123.XSHG,兰花科创,2014-01-02,0.14,120.409
600089.XSHG,特变电工,2014-01-02,0.54,282.7956
600895.XSHG,张江高科,2014-01-02,0.11,115.5322
000012.XSHE,南玻A,2014-01-02,0.21,169.1398
600085.XSHG,同仁堂,2014-01-02,0.27,281.3615
601238.XSHG,广汽集团,2014-01-02,0.13,513.5146
601369.XSHG,陕鼓动力,2014-01-02,0.08,108.9782
000792.XSHE,盐湖股份,2014-01-02,0.2,267.5236
000793.XSHE,华闻传媒,2014-01-02,0.22,223.9517
600340.XSHG,华夏幸福,2014-01-02,0.21,267.0894
600000.XSHG,浦发银行,2014-01-02,2.03,1740.3689
600648.XSHG,外高桥,2014-01-02,0.15,328.807
600649.XSHG,城投控股,2014-01-02,0.24,246.1719
600415.XSHG,小商品城,2014-01-02,0.15,159.4862
601633.XSHG,长城汽车,2014-01-02,0.32,1313.1097
600008.XSHG,首创股份,2014-01-02,0.14,148.06
600009.XSHG,上海机场,2014-01-02,0.27,279.2163
600066.XSHG,宇通客车,2014-01-02,0.3,223.154
002051.XSHE,中工国际,2014-01-02,0.08,133.4303
600062.XSHG,华润双鹤,2014-01-02,0.15,129.2605
600060.XSHG,海信电器,2014-01-02,0.17,148.6435
000937.XSHE,冀中能源,2014-01-02,0.1,168.6093
601988.XSHG,中国银行,2014-01-02,0.32,7291.415
601989.XSHG,中国重工,2014-01-02,0.66,870.6552
601555.XSHG,东吴证券,2014-01-02,0.2,169.8
000933.XSHE,神火股份,2014-01-02,0.11,90.0837
600068.XSHG,葛洲坝,2014-01-02,0.16,137.4059
000423.XSHE,东阿阿胶,2014-01-02,0.4,262.5896
601866.XSHG,中远海发,2014-01-02,0.11,290.9098
000630.XSHE,铜陵有色,2014-01-02,0.14,140.5969
601390.XSHG,中国中铁,2014-01-02,0.26,568.7073
600718.XSHG,东软集团,2014-01-02,0.2,153.8176
601398.XSHG,工商银行,2014-01-02,1.12,12579.7148
600153.XSHG,建发股份,2014-01-02,0.18,157.3139
600150.XSHG,中国船舶,2014-01-02,0.26,329.7835
600663.XSHG,陆家嘴,2014-01-02,0.13,320.8681
000024.XSHE,招商地产,2014-01-02,0.28,352.7335
600157.XSHG,永泰能源,2014-01-02,0.11,93.6807
601098.XSHG,中南传媒,2014-01-02,0.11,199.1764
601901.XSHG,方正证券,2014-01-02,0.42,360.51
600096.XSHG,云天化,2014-01-02,0.08,101.5041
600100.XSHG,同方股份,2014-01-02,0.3,223.9642
600795.XSHG,国电电力,2014-01-02,0.39,403.18
600011.XSHG,华能国际,2014-01-02,0.41,709.7969
600010.XSHG,包钢股份,2014-01-02,0.27,379.3228
600016.XSHG,民生银行,2014-01-02,3.36,2192.7068
600015.XSHG,华夏银行,2014-01-02,0.73,739.0854
601318.XSHG,中国平安,2014-01-02,3.85,3269.3667
600655.XSHG,豫园股份,2014-01-02,0.15,112.2548
600019.XSHG,宝钢股份,2014-01-02,0.39,665.4577
600018.XSHG,上港集团,2014-01-02,0.46,1196.9224
600549.XSHG,厦门钨业,2014-01-02,0.13,161.4929
600395.XSHG,盘江股份,2014-01-02,0.07,117.8397
601258.XSHG,庞大集团,2014-01-02,0.08,134.7451
002603.XSHE,以岭药业,2014-01-02,0.07,192.1153
601991.XSHG,大唐发电,2014-01-02,0.24,556.3596
600369.XSHG,西南证券,2014-01-02,0.22,226.4491
601992.XSHG,金隅集团,2014-01-02,0.16,283.155
000536.XSHE,华映科技,2014-01-02,0.07,180.0969
000725.XSHE,京东方A,2014-01-02,0.35,286.6567
600372.XSHG,中航电子,2014-01-02,0.16,415.6902
601998.XSHG,中信银行,2014-01-02,0.22,1805.9908
000538.XSHE,云南白药,2014-01-02,0.68,722.3843
000728.XSHE,国元证券,2014-01-02,0.19,199.1597
600079.XSHG,人福医药,2014-01-02,0.23,154.4558
000400.XSHE,许继电气,2014-01-02,0.24,154.2631
000686.XSHE,东北证券,2014-01-02,0.15,155.399
600863.XSHG,内蒙华电,2014-01-02,0.13,131.6422
000338.XSHE,潍柴动力,2014-01-02,0.39,374.6706
002024.XSHE,苏宁易购,2014-01-02,0.77,671.8569
601888.XSHG,中国国旅,2014-01-02,0.2,338.5593
600547.XSHG,山东黄金,2014-01-02,0.24,256.8646
600873.XSHG,梅花生物,2014-01-02,0.11,193.9533
600811.XSHG,东方集团,2014-01-02,0.16,104.1753
002106.XSHE,莱宝高科,2014-01-02,0.09,84.9803
002299.XSHE,圣农发展,2014-01-02,0.08,87.3553
601918.XSHG,新集能源,2014-01-02,0.08,101.0311
600143.XSHG,金发科技,2014-01-02,0.17,147.7898
600383.XSHG,金地集团,2014-01-02,0.58,287.0709
600900.XSHG,长江电力,2014-01-02,0.6,1036.2
