,display_name,date,weight,market_cap
600259.XSHG,广晟有色,2013-08-15,0.12,108.9629
600315.XSHG,上海家化,2013-08-15,0.5,364.5315
600316.XSHG,洪都航空,2013-08-15,0.15,114.8817
600252.XSHG,中恒集团,2013-08-15,0.3,169.7667
002570.XSHE,*ST因美,2013-08-15,0.26,218.1163
600170.XSHG,上海建工,2013-08-15,0.1,157.9127
600256.XSHG,广汇能源,2013-08-15,0.58,513.0387
000709.XSHE,河钢股份,2013-08-15,0.17,204.9391
000156.XSHE,华数传媒,2013-08-15,0.04,311.7747
000157.XSHE,中联重科,2013-08-15,0.48,418.4333
002236.XSHE,大华股份,2013-08-15,0.38,472.3215
000623.XSHE,吉林敖东,2013-08-15,0.25,148.5662
002155.XSHE,湖南黄金,2013-08-15,0.12,92.354
600588.XSHG,用友网络,2013-08-15,0.1,121.1528
000703.XSHE,恒逸石化,2013-08-15,0.05,87.5573
002375.XSHE,亚厦股份,2013-08-15,0.17,189.6146
000629.XSHE,攀钢钒钛,2013-08-15,0.2,213.8847
600893.XSHG,航发动力,2013-08-15,0.19,180.5423
002294.XSHE,信立泰,2013-08-15,0.13,225.5472
600125.XSHG,铁龙物流,2013-08-15,0.11,77.1563
600123.XSHG,兰花科创,2013-08-15,0.18,155.3664
600089.XSHG,特变电工,2013-08-15,0.46,220.5964
600895.XSHG,张江高科,2013-08-15,0.09,88.8948
000012.XSHE,南玻A,2013-08-15,0.25,191.761
600085.XSHG,同仁堂,2013-08-15,0.32,303.3896
601238.XSHG,广汽集团,2013-08-15,0.13,509.6536
601369.XSHG,陕鼓动力,2013-08-15,0.07,115.3694
000792.XSHE,盐湖股份,2013-08-15,0.22,277.5439
600005.XSHG,武钢股份,2013-08-15,0.2,234.1757
600340.XSHG,华夏幸福,2013-08-15,0.25,321.8125
600000.XSHG,浦发银行,2013-08-15,1.91,1533.3154
600550.XSHG,保变电气,2013-08-15,0.08,85.1254
600649.XSHG,城投控股,2013-08-15,0.21,197.1766
601117.XSHG,中国化学,2013-08-15,0.4,420.2916
600415.XSHG,小商品城,2013-08-15,0.16,153.4986
601633.XSHG,长城汽车,2013-08-15,0.32,1273.8625
600642.XSHG,申能股份,2013-08-15,0.19,185.7232
600009.XSHG,上海机场,2013-08-15,0.26,254.1658
002092.XSHE,中泰化学,2013-08-15,0.11,63.4887
600066.XSHG,宇通客车,2013-08-15,0.33,224.1729
002051.XSHE,中工国际,2013-08-15,0.11,165.9276
600062.XSHG,华润双鹤,2013-08-15,0.17,131.7759
600060.XSHG,海信电器,2013-08-15,0.21,163.592
000937.XSHE,冀中能源,2013-08-15,0.12,207.0031
601988.XSHG,中国银行,2013-08-15,0.37,7481.1538
600432.XSHG,退市吉恩,2013-08-15,0.07,77.5432
601555.XSHG,东吴证券,2013-08-15,0.18,149.4
000933.XSHE,神火股份,2013-08-15,0.09,115.7404
000422.XSHE,*ST宜化,2013-08-15,0.12,61.7732
000423.XSHE,东阿阿胶,2013-08-15,0.48,276.7165
601101.XSHG,昊华能源,2013-08-15,0.08,102.7199
000630.XSHE,铜陵有色,2013-08-15,0.16,166.8966
601390.XSHG,中国中铁,2013-08-15,0.31,581.4873
600718.XSHG,东软集团,2013-08-15,0.18,138.7181
601398.XSHG,工商银行,2013-08-15,1.31,13811.1299
600153.XSHG,建发股份,2013-08-15,0.19,156.6426
600150.XSHG,中国船舶,2013-08-15,0.18,240.7571
601866.XSHG,中远海发,2013-08-15,0.1,233.6625
000024.XSHE,招商地产,2013-08-15,0.4,484.2787
600157.XSHG,永泰能源,2013-08-15,0.13,125.4967
