,display_name,date,weight,market_cap
000413.XSHE,东旭光电,2016-05-27,0.162,292.994
000415.XSHE,渤海租赁,2016-05-27,0.151,421.7844
600315.XSHG,上海家化,2016-05-27,0.183,182.6627
600317.XSHG,营口港,2016-05-27,0.083,220.0814
600252.XSHG,中恒集团,2016-05-27,0.156,149.4296
000825.XSHE,太钢不锈,2016-05-27,0.09300000000000001,176.5837
000826.XSHE,启迪桑德,2016-05-27,0.19,250.2238
600256.XSHG,广汇能源,2016-05-27,0.174,217.7334
000709.XSHE,河钢股份,2016-05-27,0.163,289.888
000559.XSHE,万向钱潮,2016-05-27,0.21,330.3791
000156.XSHE,华数传媒,2016-05-27,0.03,260.87
000157.XSHE,中联重科,2016-05-27,0.225,311.1638
000623.XSHE,吉林敖东,2016-05-27,0.213,217.2591
002375.XSHE,亚厦股份,2016-05-27,0.091,151.0759
000629.XSHE,攀钢钒钛,2016-05-27,0.153,205.2949
600893.XSHG,航发动力,2016-05-27,0.34,640.349
600783.XSHG,鲁信创投,2016-05-27,0.081,161.0049
601872.XSHG,招商轮船,2016-05-27,0.128,252.7842
600089.XSHG,特变电工,2016-05-27,0.271,268.393
600895.XSHG,张江高科,2016-05-27,0.188,285.5784
600085.XSHG,同仁堂,2016-05-27,0.22899999999999998,368.7884
601238.XSHG,广汽集团,2016-05-27,0.147,1481.9851
000792.XSHE,盐湖股份,2016-05-27,0.156,329.3159
600005.XSHG,武钢股份,2016-05-27,0.16,290.7009
300027.XSHE,华谊兄弟,2016-05-27,0.321,398.1998
600000.XSHG,浦发银行,2016-05-27,2.096,3486.4390000000008
600648.XSHG,外高桥,2016-05-27,0.08,205.3847
600649.XSHG,城投控股,2016-05-27,0.262,418.552
001979.XSHE,招商蛇口,2016-05-27,0.40299999999999997,1082.8607
300124.XSHE,汇川技术,2016-05-27,0.20800000000000002,285.1946
600415.XSHG,小商品城,2016-05-27,0.23,336.935
601633.XSHG,长城汽车,2016-05-27,0.122,761.2142
600008.XSHG,首创股份,2016-05-27,0.094,184.6295
600009.XSHG,上海机场,2016-05-27,0.314,519.508
300144.XSHE,宋城演艺,2016-05-27,0.187,357.6335
600066.XSHG,宇通客车,2016-05-27,0.326,423.7480000000001
600060.XSHG,海信电器,2016-05-27,0.159,204.1231
000540.XSHE,中天金融,2016-05-27,0.156,293.3945
000937.XSHE,冀中能源,2016-05-27,0.08,185.8646
601988.XSHG,中国银行,2016-05-27,0.845,9538.1641
601989.XSHG,中国重工,2016-05-27,0.6920000000000001,1090.6829
000738.XSHE,航发控制,2016-05-27,0.147,280.1096
600958.XSHG,东方证券,2016-05-27,0.228,875.1848
600068.XSHG,葛洲坝,2016-05-27,0.196,262.9328
000423.XSHE,东阿阿胶,2016-05-27,0.28800000000000003,297.0566
600660.XSHG,福耀玻璃,2016-05-27,0.24100000000000002,357.7289
601225.XSHG,陕西煤业,2016-05-27,0.11699999999999999,430.0
300251.XSHE,光线传媒,2016-05-27,0.134,372.2749
000630.XSHE,铜陵有色,2016-05-27,0.126,239.9722
600998.XSHG,九州通,2016-05-27,0.07,281.6386
601390.XSHG,中国中铁,2016-05-27,0.5,1587.679
601788.XSHG,光大证券,2016-05-27,0.243,603.1943
601398.XSHG,工商银行,2016-05-27,1.099,15289.8281
601021.XSHG,春秋航空,2016-05-27,0.133,381.28
600153.XSHG,建发股份,2016-05-27,0.35200000000000004,490.7732
600150.XSHG,中国船舶,2016-05-27,0.187,301.8078
601866.XSHG,中远海发,2016-05-27,0.166,489.5229
600718.XSHG,东软集团,2016-05-27,0.185,213.1019
600157.XSHG,永泰能源,2016-05-27,0.177,450.0245
300315.XSHE,掌趣科技,2016-05-27,0.215,284.0457
000027.XSHE,深圳能源,2016-05-27,0.09699999999999999,251.3488
