,display_name,date,weight,market_cap
600259.XSHG,广晟有色,2013-11-04,0.1,107.9902
600315.XSHG,上海家化,2013-11-04,0.37,282.8969
600316.XSHG,洪都航空,2013-11-04,0.14,113.8778
600252.XSHG,中恒集团,2013-11-04,0.23,149.0235
002570.XSHE,*ST因美,2013-11-04,0.25,215.3683
600170.XSHG,上海建工,2013-11-04,0.1,174.2868
600256.XSHG,广汇能源,2013-11-04,0.74,591.8868
000709.XSHE,河钢股份,2013-11-04,0.16,201.7535
000156.XSHE,华数传媒,2013-11-04,0.03,251.548
000157.XSHE,中联重科,2013-11-04,0.5,436.9276
002236.XSHE,大华股份,2013-11-04,0.36,483.7828
000623.XSHE,吉林敖东,2013-11-04,0.25,150.7129
002155.XSHE,湖南黄金,2013-11-04,0.13,96.9369
600588.XSHG,用友网络,2013-11-04,0.11,111.944
000703.XSHE,恒逸石化,2013-11-04,0.06,98.5164
002375.XSHE,亚厦股份,2013-11-04,0.17,174.6182
000629.XSHE,攀钢钒钛,2013-11-04,0.19,195.8462
600893.XSHG,航发动力,2013-11-04,0.18,180.7602
002294.XSHE,信立泰,2013-11-04,0.14,235.6805
600125.XSHG,铁龙物流,2013-11-04,0.11,76.7647
600123.XSHG,兰花科创,2013-11-04,0.16,137.4307
600089.XSHG,特变电工,2013-11-04,0.57,300.4538
600895.XSHG,张江高科,2013-11-04,0.11,115.5322
000012.XSHE,南玻A,2013-11-04,0.23,184.7049
600085.XSHG,同仁堂,2013-11-04,0.25,251.1439
601238.XSHG,广汽集团,2013-11-04,0.14,541.8287
601369.XSHG,陕鼓动力,2013-11-04,0.07,112.0919
000792.XSHE,盐湖股份,2013-11-04,0.21,262.1159
600005.XSHG,武钢股份,2013-11-04,0.19,238.2132
600340.XSHG,华夏幸福,2013-11-04,0.25,310.3476
600000.XSHG,浦发银行,2013-11-04,2.3,1921.3076
600550.XSHG,保变电气,2013-11-04,0.07,74.1415
600649.XSHG,城投控股,2013-11-04,0.24,252.147
601117.XSHG,中国化学,2013-11-04,0.28,352.7095
600415.XSHG,小商品城,2013-11-04,0.19,181.8034
601633.XSHG,长城汽车,2013-11-04,0.34,1316.7607
600642.XSHG,申能股份,2013-11-04,0.21,208.4834
600009.XSHG,上海机场,2013-11-04,0.28,285.3825
002092.XSHE,中泰化学,2013-11-04,0.1,72.7095
600066.XSHG,宇通客车,2013-11-04,0.28,208.761
002051.XSHE,中工国际,2013-11-04,0.08,122.9801
600062.XSHG,华润双鹤,2013-11-04,0.14,114.9109
600060.XSHG,海信电器,2013-11-04,0.18,150.3949
000937.XSHE,冀中能源,2013-11-04,0.11,188.5001
601988.XSHG,中国银行,2013-11-04,0.36,7899.9019
600432.XSHG,退市吉恩,2013-11-04,0.07,69.5942
601555.XSHG,东吴证券,2013-11-04,0.18,151.2
000933.XSHE,神火股份,2013-11-04,0.1,98.0658
000422.XSHE,*ST宜化,2013-11-04,0.12,58.3613
000423.XSHE,东阿阿胶,2013-11-04,0.45,291.0396
601101.XSHG,昊华能源,2013-11-04,0.07,94.0799
000630.XSHE,铜陵有色,2013-11-04,0.15,152.8227
601390.XSHG,中国中铁,2013-11-04,0.29,609.1771
600718.XSHG,东软集团,2013-11-04,0.23,163.0245
601398.XSHG,工商银行,2013-11-04,1.25,13461.9336
600153.XSHG,建发股份,2013-11-04,0.19,159.9992
600150.XSHG,中国船舶,2013-11-04,0.19,238.2765
601866.XSHG,中远海发,2013-11-04,0.12,295.5831
000024.XSHE,招商地产,2013-11-04,0.34,425.8905
600157.XSHG,永泰能源,2013-11-04,0.13,109.0584
000027.XSHE,深圳能源,2013-11-04,0.09,153.2937
601098.XSHG,中南传媒,2013-11-04,0.11,185.5268
601901.XSHG,方正证券,2013-11-04,0.36,360.51
600096.XSHG,云天化,2013-11-04,0.08,138.8332
600100.XSHG,同方股份,2013-11-04,0.26,192.3147
000780.XSHE,平庄能源,2013-11-04,0.04,52.1353
600011.XSHG,华能国际,2013-11-04,0.48,815.2122
600010.XSHG,包钢股份,2013-11-04,0.25,313.7016
600016.XSHG,民生银行,2013-11-04,4.02,2592.6685
600015.XSHG,华夏银行,2013-11-04,0.69,696.3431
601318.XSHG,中国平安,2013-11-04,2.45,2939.2637
600655.XSHG,豫园股份,2013-11-04,0.2,122.891
600019.XSHG,宝钢股份,2013-11-04,0.4,672.0464
600549.XSHG,厦门钨业,2013-11-04,0.19,192.3866
600395.XSHG,盘江股份,2013-11-04,0.08,140.1829
601258.XSHG,庞大集团,2013-11-04,0.09,156.2414
002603.XSHE,以岭药业,2013-11-04,0.07,176.0446
601991.XSHG,大唐发电,2013-11-04,0.27,602.9447
600369.XSHG,西南证券,2013-11-04,0.21,216.2298
601992.XSHG,金隅集团,2013-11-04,0.16,251.8837
002378.XSHE,章源钨业,2013-11-04,0.03,79.348
000725.XSHE,京东方A,2013-11-04,0.32,293.4175
600372.XSHG,中航电子,2013-11-04,0.12,310.1404
601998.XSHG,中信银行,2013-11-04,0.21,1894.8867
000538.XSHE,云南白药,2013-11-04,0.71,695.655
000728.XSHE,国元证券,2013-11-04,0.18,180.108
600376.XSHG,首开股份,2013-11-04,0.12,125.3285
000686.XSHE,东北证券,2013-11-04,0.09,153.4418
600863.XSHG,内蒙华电,2013-11-04,0.15,147.9039
000338.XSHE,潍柴动力,2013-11-04,0.34,387.8661
002024.XSHE,苏宁易购,2013-11-04,0.94,725.7531
601888.XSHG,中国国旅,2013-11-04,0.21,344.1238
600547.XSHG,山东黄金,2013-11-04,0.29,289.8798
601628.XSHG,中国人寿,2013-11-04,0.42,3985.3235
600811.XSHG,东方集团,2013-11-04,0.16,98.5082
002106.XSHE,莱宝高科,2013-11-04,0.11,93.1677
002299.XSHE,圣农发展,2013-11-04,0.09,99.9257
601918.XSHG,新集能源,2013-11-04,0.1,119.424
600143.XSHG,金发科技,2013-11-04,0.18,148.5802
600383.XSHG,金地集团,2013-11-04,0.52,269.1848
600900.XSHG,长江电力,2013-11-04,0.64,1070.85
000039.XSHE,中集集团,2013-11-04,0.22,337.8581
600795.XSHG,国电电力,2013-11-04,0.45,451.4232
600703.XSHG,三安光电,2013-11-04,0.3,295.5896
600999.XSHG,招商证券,2013-11-04,0.49,493.6105
000783.XSHE,长江证券,2013-11-04,0.33,229.5354
600873.XSHG,梅花生物,2013-11-04,0.07,166.6009
002450.XSHE,ST康得新,2013-11-04,0.26,227.6226
600783.XSHG,鲁信创投,2013-11-04,0.08,135.4734
600266.XSHG,北京城建,2013-11-04,0.09,95.3222
600267.XSHG,海正药业,2013-11-04,0.16,131.6664
601717.XSHG,郑煤机,2013-11-04,0.1,100.6717
601158.XSHG,重庆水务,2013-11-04,0.11,294.24
600660.XSHG,福耀玻璃,2013-11-04,0.23,171.4556
600498.XSHG,烽火通信,2013-11-04,0.15,157.702
600664.XSHG,哈药股份,2013-11-04,0.12,116.9665
601099.XSHG,太平洋,2013-11-04,0.1,83.1783
000839.XSHE,中信国安,2013-11-04,0.12,103.9538
000625.XSHE,长安汽车,2013-11-04,0.43,556.7486
002344.XSHE,海宁皮城,2013-11-04,0.18,227.92
600352.XSHG,浙江龙盛,2013-11-04,0.24,178.6229
600048.XSHG,保利地产,2013-11-04,0.81,683.8199
000528.XSHE,柳工,2013-11-04,0.1,73.7034
600362.XSHG,江西铜业,2013-11-04,0.25,527.0274
600600.XSHG,青岛啤酒,2013-11-04,0.31,615.9131
600208.XSHG,新湖中宝,2013-11-04,0.17,209.0459
601139.XSHG,深圳燃气,2013-11-04,0.07,166.9519
000750.XSHE,国海证券,2013-11-04,0.13,214.855
000999.XSHE,华润三九,2013-11-04,0.19,236.5022
002304.XSHE,洋河股份,2013-11-04,0.26,442.692
601928.XSHG,凤凰传媒,2013-11-04,0.15,255.2535
002038.XSHE,双鹭药业,2013-11-04,0.26,214.395
000758.XSHE,中色股份,2013-11-04,0.14,121.6091
601009.XSHG,南京银行,2013-11-04,0.35,249.9842
600674.XSHG,川投能源,2013-11-04,0.23,235.8423
603993.XSHG,洛阳钼业,2013-11-04,0.03,336.0425
600997.XSHG,开滦股份,2013-11-04,0.07,71.7326
002422.XSHE,科伦药业,2013-11-04,0.21,206.304
601001.XSHG,大同煤业,2013-11-04,0.08,100.9241
600177.XSHG,雅戈尔,2013-11-04,0.21,181.0235
000046.XSHE,泛海控股,2013-11-04,0.13,224.2197
601006.XSHG,大秦铁路,2013-11-04,0.87,1091.2225
601168.XSHG,西部矿业,2013-11-04,0.22,138.214
601169.XSHG,北京银行,2013-11-04,0.84,700.4927
600271.XSHG,航天信息,2013-11-04,0.2,173.6915
601989.XSHG,中国重工,2013-11-04,0.68,851.2343
600276.XSHG,恒瑞医药,2013-11-04,0.43,420.8524
600779.XSHG,水井坊,2013-11-04,0.07,51.3462
601333.XSHG,广深铁路,2013-11-04,0.17,211.7978
601088.XSHG,中国神华,2013-11-04,1.07,3261.8977
601166.XSHG,兴业银行,2013-11-04,2.67,2232.9338
600809.XSHG,山西汾酒,2013-11-04,0.09,149.0991
600196.XSHG,复星医药,2013-11-04,0.39,382.4469
601766.XSHG,中国中车,2013-11-04,0.46,684.6288
600216.XSHG,浙江医药,2013-11-04,0.1,97.2616
002673.XSHE,西部证券,2013-11-04,0.06,149.16
600058.XSHG,五矿发展,2013-11-04,0.12,145.3511
600690.XSHG,青岛海尔,2013-11-04,0.5,443.7467
002128.XSHE,露天煤业,2013-11-04,0.07,113.9623
600219.XSHG,南山铝业,2013-11-04,0.12,100.3833
600694.XSHG,大商股份,2013-11-04,0.17,85.4721
600050.XSHG,中国联通,2013-11-04,0.58,720.6843
601933.XSHG,永辉超市,2013-11-04,0.18,228.1359
002001.XSHE,新和成,2013-11-04,0.14,144.4633
000596.XSHE,古井贡酒,2013-11-04,0.04,91.7056
600497.XSHG,驰宏锌锗,2013-11-04,0.16,163.421
002007.XSHE,华兰生物,2013-11-04,0.15,157.8926
601898.XSHG,中煤能源,2013-11-04,0.19,682.8212
600598.XSHG,北大荒,2013-11-04,0.17,207.9885
000983.XSHE,西山煤电,2013-11-04,0.24,242.6424
600859.XSHG,王府井,2013-11-04,0.09,84.9179
000059.XSHE,华锦股份,2013-11-04,0.06,59.5451
600169.XSHG,太原重工,2013-11-04,0.12,86.2928
002431.XSHE,棕榈股份,2013-11-04,0.07,92.1139
600160.XSHG,巨化股份,2013-11-04,0.09,91.958
601336.XSHG,新华保险,2013-11-04,0.28,707.5132
600166.XSHG,福田汽车,2013-11-04,0.14,143.5742
002500.XSHE,山西证券,2013-11-04,0.12,154.3071
601788.XSHG,光大证券,2013-11-04,0.25,308.3036
600518.XSHG,康美药业,2013-11-04,0.61,443.7006
600519.XSHG,贵州茅台,2013-11-04,1.12,1415.4546
000807.XSHE,云铝股份,2013-11-04,0.07,60.1817
000858.XSHE,五粮液,2013-11-04,0.62,611.9098
600516.XSHG,方大炭素,2013-11-04,0.13,132.0315
000729.XSHE,燕京啤酒,2013-11-04,0.19,197.3573
600221.XSHG,海航控股,2013-11-04,0.1,246.0801
600028.XSHG,中国石化,2013-11-04,0.49,5268.7505
000539.XSHE,粤电力A,2013-11-04,0.07,220.0744
002310.XSHE,东方园林,2013-11-04,0.16,199.9908
600971.XSHG,恒源煤电,2013-11-04,0.08,75.5003
002069.XSHE,獐子岛,2013-11-04,0.09,107.8046
600188.XSHG,兖州煤业,2013-11-04,0.12,500.2013
601699.XSHG,潞安环能,2013-11-04,0.21,265.0849
002415.XSHE,海康威视,2013-11-04,0.38,982.6128
000581.XSHE,威孚高科,2013-11-04,0.3,271.8836
600582.XSHG,天地科技,2013-11-04,0.07,85.46
000060.XSHE,中金岭南,2013-11-04,0.19,134.5037
000061.XSHE,农产品,2013-11-04,0.18,148.8238
000776.XSHE,广发证券,2013-11-04,0.68,686.6378
000063.XSHE,中兴通讯,2013-11-04,0.59,539.694
000778.XSHE,新兴铸管,2013-11-04,0.11,106.3864
600546.XSHG,山煤国际,2013-11-04,0.11,107.8456
601299.XSHG,中国北车,2013-11-04,0.45,572.7631
000069.XSHE,华侨城A,2013-11-04,0.43,431.1999
002241.XSHE,歌尔股份,2013-11-04,0.42,555.01
601669.XSHG,中国电建,2013-11-04,0.24,312.96
601668.XSHG,中国建筑,2013-11-04,0.98,993.0
601106.XSHG,中国一重,2013-11-04,0.12,145.7974
000333.XSHE,美的集团,2013-11-04,0.65,809.2666
601666.XSHG,平煤股份,2013-11-04,0.12,123.9612
000100.XSHE,TCL集团,2013-11-04,0.42,204.8504
600508.XSHG,上海能源,2013-11-04,0.06,73.3559
600832.XSHG,东方明珠,2013-11-04,0.29,291.8683
000869.XSHE,张裕A,2013-11-04,0.08,197.0709
600118.XSHG,中国卫星,2013-11-04,0.18,177.2551
601857.XSHG,中国石油,2013-11-04,0.54,14330.543
600115.XSHG,东方航空,2013-11-04,0.14,359.9492
600436.XSHG,片仔癀,2013-11-04,0.17,162.7669
600111.XSHG,北方稀土,2013-11-04,0.73,639.904
002202.XSHE,金风科技,2013-11-04,0.24,221.4951
600739.XSHG,辽宁成大,2013-11-04,0.49,231.0454
600332.XSHG,白云山,2013-11-04,0.33,378.2337
601899.XSHG,紫金矿业,2013-11-04,0.39,538.7555
600031.XSHG,三一重工,2013-11-04,0.43,538.4868
600030.XSHG,中信证券,2013-11-04,1.62,1311.0121
002142.XSHE,宁波银行,2013-11-04,0.26,264.4463
002081.XSHE,金螳螂,2013-11-04,0.24,249.9983
601688.XSHG,华泰证券,2013-11-04,0.48,490.0
000800.XSHE,一汽轿车,2013-11-04,0.21,220.038
600036.XSHG,招商银行,2013-11-04,3.52,2723.7434
600029.XSHG,南方航空,2013-11-04,0.19,272.9284
000883.XSHE,湖北能源,2013-11-04,0.02,149.765
600837.XSHG,海通证券,2013-11-04,1.88,1126.2047
000768.XSHE,中航飞机,2013-11-04,0.24,242.5605
600839.XSHG,四川长虹,2013-11-04,0.2,123.2537
601288.XSHG,农业银行,2013-11-04,1.26,8314.7295
600875.XSHG,东方电气,2013-11-04,0.15,231.0451
601818.XSHG,光大银行,2013-11-04,0.92,1164.522
002399.XSHE,海普瑞,2013-11-04,0.07,179.2448
601111.XSHG,中国国航,2013-11-04,0.13,514.2307
600535.XSHG,天士力,2013-11-04,0.5,414.0666
002353.XSHE,杰瑞股份,2013-11-04,0.36,454.716
600309.XSHG,万华化学,2013-11-04,0.38,379.0573
