,display_name,date,weight,market_cap
600259.XSHG,广晟有色,2013-07-12,0.1,108.9629
600315.XSHG,上海家化,2013-07-12,0.47,317.6339
600316.XSHG,洪都航空,2013-07-12,0.15,118.8259
002122.XSHE,*ST天马,2013-07-12,0.05,43.8372
600252.XSHG,中恒集团,2013-07-12,0.27,161.5786
002570.XSHE,*ST因美,2013-07-12,0.24,207.7633
000825.XSHE,太钢不锈,2013-07-12,0.13,145.8239
600256.XSHG,广汇能源,2013-07-12,0.9,557.7193
000709.XSHE,河钢股份,2013-07-12,0.17,202.8154
000559.XSHE,万向钱潮,2013-07-12,0.09,96.3924
000157.XSHE,中联重科,2013-07-12,0.53,410.7274
002236.XSHE,大华股份,2013-07-12,0.48,478.5106
000623.XSHE,吉林敖东,2013-07-12,0.23,138.0119
600827.XSHG,百联股份,2013-07-12,0.12,120.747
600588.XSHG,用友网络,2013-07-12,0.09,88.3466
000703.XSHE,恒逸石化,2013-07-12,0.07,88.5955
002375.XSHE,亚厦股份,2013-07-12,0.17,186.1832
000629.XSHE,攀钢钒钛,2013-07-12,0.22,203.577
600893.XSHG,航发动力,2013-07-12,0.2,179.6706
600125.XSHG,铁龙物流,2013-07-12,0.11,72.1954
600123.XSHG,兰花科创,2013-07-12,0.19,144.1709
600089.XSHG,特变电工,2013-07-12,0.47,225.3404
600895.XSHG,张江高科,2013-07-12,0.09,83.939
000012.XSHE,南玻A,2013-07-12,0.27,189.4781
600085.XSHG,同仁堂,2013-07-12,0.32,301.4364
002415.XSHE,海康威视,2013-07-12,0.31,791.7947
601238.XSHG,广汽集团,2013-07-12,0.03,522.5236
601369.XSHG,陕鼓动力,2013-07-12,0.07,112.7474
000792.XSHE,盐湖股份,2013-07-12,0.24,295.5166
600005.XSHG,武钢股份,2013-07-12,0.2,233.1663
600340.XSHG,华夏幸福,2013-07-12,0.25,310.7885
600000.XSHG,浦发银行,2013-07-12,2.05,1583.6797
600550.XSHG,保变电气,2013-07-12,0.08,74.9653
600649.XSHG,城投控股,2013-07-12,0.23,204.9441
601117.XSHG,中国化学,2013-07-12,0.42,493.7933
600415.XSHG,小商品城,2013-07-12,0.15,140.4349
601633.XSHG,长城汽车,2013-07-12,0.31,1096.1851
600642.XSHG,申能股份,2013-07-12,0.19,184.3576
600009.XSHG,上海机场,2013-07-12,0.25,246.6507
002092.XSHE,中泰化学,2013-07-12,0.1,61.6418
600066.XSHG,宇通客车,2013-07-12,0.36,232.9615
601558.XSHG,ST锐电,2013-07-12,0.07,163.2282
600062.XSHG,华润双鹤,2013-07-12,0.15,115.8828
600309.XSHG,万华化学,2013-07-12,0.38,366.0833
000937.XSHE,冀中能源,2013-07-12,0.14,200.5271
601988.XSHG,中国银行,2013-07-12,0.4,7481.1538
600432.XSHG,退市吉恩,2013-07-12,0.08,70.8109
601555.XSHG,东吴证券,2013-07-12,0.09,142.8
000933.XSHE,神火股份,2013-07-12,0.09,87.8031
000422.XSHE,*ST宜化,2013-07-12,0.11,61.3243
000423.XSHE,东阿阿胶,2013-07-12,0.45,274.4274
601101.XSHG,昊华能源,2013-07-12,0.08,96.1199
000630.XSHE,铜陵有色,2013-07-12,0.17,162.2053
601390.XSHG,中国中铁,2013-07-12,0.28,545.2774
601377.XSHG,兴业证券,2013-07-12,0.31,240.5
600718.XSHG,东软集团,2013-07-12,0.15,105.8186
601398.XSHG,工商银行,2013-07-12,1.4,13846.0947
600153.XSHG,建发股份,2013-07-12,0.19,149.9293
600150.XSHG,中国船舶,2013-07-12,0.2,225.7357
601866.XSHG,中远海发,2013-07-12,0.1,224.316
000024.XSHE,招商地产,2013-07-12,0.37,473.288
600157.XSHG,永泰能源,2013-07-12,0.09,110.2957
601098.XSHG,中南传媒,2013-07-12,0.11,201.3316
