,display_name,date,weight,market_cap
000413.XSHE,东旭光电,2015-07-28,0.142,220.6864
600315.XSHG,上海家化,2015-07-28,0.201,270.6948
600316.XSHG,洪都航空,2015-07-28,0.128,197.8519
600317.XSHG,营口港,2015-07-28,0.106,341.1262
600252.XSHG,中恒集团,2015-07-28,0.184,295.0366
002570.XSHE,*ST因美,2015-07-28,0.086,146.8339
000825.XSHE,太钢不锈,2015-07-28,0.14,277.4073
000826.XSHE,启迪桑德,2015-07-28,0.17,319.3715
600256.XSHG,广汇能源,2015-07-28,0.281,431.2897
000709.XSHE,河钢股份,2015-07-28,0.257,743.3025
000559.XSHE,万向钱潮,2015-07-28,0.21600000000000005,372.8237
000156.XSHE,华数传媒,2015-07-28,0.04,455.3759
000157.XSHE,中联重科,2015-07-28,0.307,450.7983
000623.XSHE,吉林敖东,2015-07-28,0.207,260.9077
002375.XSHE,亚厦股份,2015-07-28,0.16899999999999998,253.4432
000629.XSHE,攀钢钒钛,2015-07-28,0.19899999999999998,315.2437
600893.XSHG,航发动力,2015-07-28,0.268,1043.344
600783.XSHG,鲁信创投,2015-07-28,0.096,185.4199
600089.XSHG,特变电工,2015-07-28,0.331,421.4023
002415.XSHE,海康威视,2015-07-28,0.47200000000000003,1317.9906
600085.XSHG,同仁堂,2015-07-28,0.212,387.9889
000792.XSHE,盐湖股份,2015-07-28,0.156,323.8277
600005.XSHG,武钢股份,2015-07-28,0.245,467.342
300027.XSHE,华谊兄弟,2015-07-28,0.28600000000000003,491.9712
600340.XSHG,华夏幸福,2015-07-28,0.278,731.5525
600000.XSHG,浦发银行,2015-07-28,1.6380000000000001,2842.7891
600648.XSHG,外高桥,2015-07-28,0.085,268.3965
600649.XSHG,城投控股,2015-07-28,0.12,388.0793
300124.XSHE,汇川技术,2015-07-28,0.19399999999999998,346.8003
600415.XSHG,小商品城,2015-07-28,0.359,568.2716
601633.XSHG,长城汽车,2015-07-28,0.14800000000000002,1010.0844
600008.XSHG,首创股份,2015-07-28,0.11900000000000001,247.2975
600009.XSHG,上海机场,2015-07-28,0.263,528.1793
600066.XSHG,宇通客车,2015-07-28,0.23600000000000002,418.6559
002051.XSHE,中工国际,2015-07-28,0.099,168.2959
600060.XSHG,海信电器,2015-07-28,0.16699999999999998,243.3775
000937.XSHE,冀中能源,2015-07-28,0.073,190.1048
601988.XSHG,中国银行,2015-07-28,0.978,13747.9102
601989.XSHG,中国重工,2015-07-28,1.172,2326.4231
000738.XSHE,航发控制,2015-07-28,0.131,374.3959
600958.XSHG,东方证券,2015-07-28,0.261,1340.5063
600068.XSHG,葛洲坝,2015-07-28,0.27899999999999997,418.1138
