,display_name,date,weight,market_cap
000001.XSHE,平安银行,2018-12-27,0.9209999999999999,1593.4142
000002.XSHE,万科A,2018-12-27,1.281,2587.5771
000060.XSHE,中金岭南,2018-12-27,0.10800000000000001,140.6456
000063.XSHE,中兴通讯,2018-12-27,0.49,834.3417
000069.XSHE,华侨城A,2018-12-27,0.204,505.3714
000100.XSHE,TCL集团,2018-12-27,0.27699999999999997,327.9015
000157.XSHE,中联重科,2018-12-27,0.165,279.5456
000402.XSHE,金融街,2018-12-27,0.084,192.4871
000413.XSHE,东旭光电,2018-12-27,0.187,260.1534
000415.XSHE,渤海租赁,2018-12-27,0.07400000000000001,223.8797
000423.XSHE,东阿阿胶,2018-12-27,0.215,260.5622
000425.XSHE,徐工机械,2018-12-27,0.163,251.4608
000503.XSHE,国新健康,2018-12-27,0.138,141.4746
000538.XSHE,云南白药,2018-12-27,0.402,783.0284
000540.XSHE,中天金融,2018-12-27,0.213,341.1559
000559.XSHE,万向钱潮,2018-12-27,0.078,141.2371
000568.XSHE,泸州老窖,2018-12-27,0.311,587.3657
000623.XSHE,吉林敖东,2018-12-27,0.15,167.5559
000625.XSHE,长安汽车,2018-12-27,0.124,311.2116
000627.XSHE,天茂集团,2018-12-27,0.091,277.1693
000630.XSHE,铜陵有色,2018-12-27,0.134,207.3727
000651.XSHE,格力电器,2018-12-27,1.837,2146.4128
000671.XSHE,阳光城,2018-12-27,0.098,209.3888
000709.XSHE,河钢股份,2018-12-27,0.129,300.5066
000723.XSHE,美锦能源,2018-12-27,0.046,127.6507
000725.XSHE,京东方A,2018-12-27,0.6829999999999999,915.1979
000728.XSHE,国元证券,2018-12-27,0.166,228.8504
000768.XSHE,中航飞机,2018-12-27,0.215,364.9074
000776.XSHE,广发证券,2018-12-27,0.413,945.777
000783.XSHE,长江证券,2018-12-27,0.22699999999999998,277.0267
000786.XSHE,北新建材,2018-12-27,0.134,236.86900000000003
000792.XSHE,盐湖股份,2018-12-27,0.12,201.4344
000826.XSHE,启迪桑德,2018-12-27,0.08,145.91899999999995
000839.XSHE,中信国安,2018-12-27,0.109,134.0581
000858.XSHE,五粮液,2018-12-27,1.053,1946.6263
000876.XSHE,新希望,2018-12-27,0.154,303.1315
000895.XSHE,双汇发展,2018-12-27,0.235,788.2645
000898.XSHE,鞍钢股份,2018-12-27,0.105,365.3578
000938.XSHE,紫光股份,2018-12-27,0.07400000000000001,456.5913
000959.XSHE,首钢股份,2018-12-27,0.062,198.881
000961.XSHE,中南建设,2018-12-27,0.12300000000000001,211.458
000963.XSHE,华东医药,2018-12-27,0.258,387.5828
000983.XSHE,西山煤电,2018-12-27,0.099,172.3706
600000.XSHG,浦发银行,2018-12-27,1.3019999999999998,2835.4109
600008.XSHG,首创股份,2018-12-27,0.081,194.4423
600009.XSHG,上海机场,2018-12-27,0.5,992.9617
600010.XSHG,包钢股份,2018-12-27,0.217,670.1
600011.XSHG,华能国际,2018-12-27,0.3,1155.3798
600015.XSHG,华夏银行,2018-12-27,0.517,934.7739
600016.XSHG,民生银行,2018-12-27,1.7919999999999998,2473.7065
600019.XSHG,宝钢股份,2018-12-27,0.62,1431.8269
600028.XSHG,中国石化,2018-12-27,0.642,6356.2383
600029.XSHG,南方航空,2018-12-27,0.253,814.5402
600030.XSHG,中信证券,2018-12-27,1.375,1939.917
600031.XSHG,三一重工,2018-12-27,0.385,655.0776
