,display_name,date,weight,market_cap
600259.XSHG,广晟有色,2013-02-25,0.13,137.8184
600315.XSHG,上海家化,2013-02-25,0.33,278.5601
600316.XSHG,洪都航空,2013-02-25,0.13,114.3081
002122.XSHE,*ST天马,2013-02-25,0.06,67.0032
600252.XSHG,中恒集团,2013-02-25,0.17,124.8959
002570.XSHE,*ST因美,2013-02-25,0.13,142.3007
000825.XSHE,太钢不锈,2013-02-25,0.15,203.356
600256.XSHG,广汇能源,2013-02-25,0.67,625.1783
000709.XSHE,河钢股份,2013-02-25,0.21,275.0219
000559.XSHE,万向钱潮,2013-02-25,0.08,80.7785
000157.XSHE,中联重科,2013-02-25,0.74,708.1772
002236.XSHE,大华股份,2013-02-25,0.25,298.8393
000623.XSHE,吉林敖东,2013-02-25,0.24,181.7499
600827.XSHG,百联股份,2013-02-25,0.12,148.8236
600588.XSHG,用友网络,2013-02-25,0.09,96.3083
000703.XSHE,恒逸石化,2013-02-25,0.07,140.3916
002375.XSHE,亚厦股份,2013-02-25,0.12,156.0634
000629.XSHE,攀钢钒钛,2013-02-25,0.31,318.6796
600893.XSHG,航发动力,2013-02-25,0.14,155.0463
600125.XSHG,铁龙物流,2013-02-25,0.11,100.2641
600123.XSHG,兰花科创,2013-02-25,0.27,234.192
600089.XSHG,特变电工,2013-02-25,0.38,201.3568
600895.XSHG,张江高科,2013-02-25,0.1,105.0012
000012.XSHE,南玻A,2013-02-25,0.21,177.0261
600085.XSHG,同仁堂,2013-02-25,0.24,280.9858
002415.XSHE,海康威视,2013-02-25,0.22,647.9781
601238.XSHG,广汽集团,2013-02-25,0.03,403.4758
601369.XSHG,陕鼓动力,2013-02-25,0.08,153.225
000792.XSHE,盐湖股份,2013-02-25,0.32,436.5948
600005.XSHG,武钢股份,2013-02-25,0.22,281.6165
600340.XSHG,华夏幸福,2013-02-25,0.17,221.9792
600000.XSHG,浦发银行,2013-02-25,2.33,1925.0383
600550.XSHG,保变电气,2013-02-25,0.08,91.8531
600649.XSHG,城投控股,2013-02-25,0.15,182.2389
601117.XSHG,中国化学,2013-02-25,0.27,409.9323
