,display_name,date,weight,market_cap
000001.XSHE,深发展A,2011-08-01,0.87,599.4224
000012.XSHE,南玻A,2011-08-01,0.38,350.6606
000021.XSHE,长城开发,2011-08-01,0.1,116.888
000031.XSHE,中粮地产,2011-08-01,0.09,96.8533
000059.XSHE,辽通化工,2011-08-01,0.13,142.26
000060.XSHE,中金岭南,2011-08-01,0.34,270.4515
000061.XSHE,农产品,2011-08-01,0.16,128.264
000069.XSHE,华侨城A,2011-08-01,0.39,433.4932
000338.XSHE,潍柴动力,2011-08-01,0.59,719.2516
000402.XSHE,金融街,2011-08-01,0.3,210.6848
000425.XSHE,徐工机械,2011-08-01,0.33,466.1833
000527.XSHE,美的电器,2011-08-01,0.64,591.9224
000528.XSHE,柳工,2011-08-01,0.25,226.7363
000536.XSHE,华映科技,2011-08-01,0.06,164.616
000538.XSHE,云南白药,2011-08-01,0.31,424.4745
000568.XSHE,泸州老窖,2011-08-01,0.61,661.4272
000612.XSHE,焦作万方,2011-08-01,0.12,92.674
000623.XSHE,吉林敖东,2011-08-01,0.3,208.473
000625.XSHE,长安汽车,2011-08-01,0.17,238.8234
000651.XSHE,格力电器,2011-08-01,0.83,648.1144
000685.XSHE,中山公用,2011-08-01,0.05,93.6816
000686.XSHE,东北证券,2011-08-01,0.09,120.9579
000690.XSHE,宝新能源,2011-08-01,0.1,83.0501
000718.XSHE,苏宁环球,2011-08-01,0.11,159.5733
000725.XSHE,京东方A,2011-08-01,0.27,335.3343
000729.XSHE,燕京啤酒,2011-08-01,0.19,210.8285
000776.XSHE,广发证券,2011-08-01,0.63,880.4745
000792.XSHE,盐湖股份,2011-08-01,0.63,873.0305
000807.XSHE,云铝股份,2011-08-01,0.16,151.9164
000825.XSHE,太钢不锈,2011-08-01,0.26,286.5213
000858.XSHE,五粮液,2011-08-01,1.3,1414.7568
000876.XSHE,新希望,2011-08-01,0.15,163.2281
000898.XSHE,鞍钢股份,2011-08-01,0.21,454.3459
000933.XSHE,神火股份,2011-08-01,0.3,289.464
000951.XSHE,中国重汽,2011-08-01,0.09,74.7836
000960.XSHE,锡业股份,2011-08-01,0.25,278.3018
000961.XSHE,中南建设,2011-08-01,0.06,114.4482
000969.XSHE,安泰科技,2011-08-01,0.2,180.7953
000983.XSHE,西山煤电,2011-08-01,0.66,741.1622
002001.XSHE,新和成,2011-08-01,0.19,213.3555
002073.XSHE,软控股份,2011-08-01,0.27,150.1804
002092.XSHE,中泰化学,2011-08-01,0.13,143.369
002122.XSHE,天马股份,2011-08-01,0.12,137.9268
002142.XSHE,宁波银行,2011-08-01,0.22,305.1082
002304.XSHE,洋河股份,2011-08-01,0.67,1211.4
002310.XSHE,东方园林,2011-08-01,0.12,174.1327
002399.XSHE,海普瑞,2011-08-01,0.1,277.6694
002405.XSHE,四维图新,2011-08-01,0.05,143.1701
002415.XSHE,海康威视,2011-08-01,0.08,441.7
002422.XSHE,科伦药业,2011-08-01,0.17,319.488
002493.XSHE,荣盛石化,2011-08-01,0.12,338.3816
002500.XSHE,山西证券,2011-08-01,0.08,208.5426
600009.XSHG,上海机场,2011-08-01,0.23,254.3585
600010.XSHG,包钢股份,2011-08-01,0.35,497.8324
600015.XSHG,华夏银行,2011-08-01,0.51,700.7269
600016.XSHG,民生银行,2011-08-01,2.22,1442.5956
600019.XSHG,宝钢股份,2011-08-01,0.55,1015.6988
600026.XSHG,中海发展,2011-08-01,0.09,272.7046
600030.XSHG,中信证券,2011-08-01,1.56,1239.2344
600036.XSHG,招商银行,2011-08-01,2.76,2640.9768
600037.XSHG,歌华有线,2011-08-01,0.12,107.9452
600058.XSHG,五矿发展,2011-08-01,0.25,341.9395
600066.XSHG,宇通客车,2011-08-01,0.15,117.2876
600089.XSHG,特变电工,2011-08-01,0.57,318.3756
600096.XSHG,云天化,2011-08-01,0.1,152.8077
600100.XSHG,同方股份,2011-08-01,0.25,200.1615
600108.XSHG,亚盛集团,2011-08-01,0.15,107.1724
600109.XSHG,国金证券,2011-08-01,0.07,135.7329
600115.XSHG,东方航空,2011-08-01,0.23,612.3161
600118.XSHG,中国卫星,2011-08-01,0.14,161.1099
600123.XSHG,兰花科创,2011-08-01,0.28,268.6354
600125.XSHG,铁龙物流,2011-08-01,0.15,123.894
600143.XSHG,金发科技,2011-08-01,0.27,249.6942
600153.XSHG,建发股份,2011-08-01,0.21,189.7613
600161.XSHG,天坛生物,2011-08-01,0.09,95.7737
600166.XSHG,福田汽车,2011-08-01,0.19,179.1111
600169.XSHG,太原重工,2011-08-01,0.15,136.8727
600177.XSHG,雅戈尔,2011-08-01,0.23,217.3173
600183.XSHG,生益科技,2011-08-01,0.09,102.2384
600188.XSHG,兖州煤业,2011-08-01,0.35,1624.0557
600216.XSHG,浙江医药,2011-08-01,0.17,158.3311
600256.XSHG,广汇股份,2011-08-01,0.55,506.5751
600266.XSHG,北京城建,2011-08-01,0.11,121.9093
600271.XSHG,航天信息,2011-08-01,0.27,246.7325
600276.XSHG,恒瑞医药,2011-08-01,0.33,358.7162
