,display_name,date,weight,market_cap
600259.XSHG,广晟有色,2014-06-04,0.09,83.8483
600315.XSHG,上海家化,2014-06-04,0.32,218.9475
600316.XSHG,洪都航空,2014-06-04,0.14,111.1527
600252.XSHG,中恒集团,2014-06-04,0.22,126.7519
002570.XSHE,*ST因美,2014-06-04,0.17,135.1771
600170.XSHG,上海建工,2014-06-04,0.1,160.9655
000826.XSHE,启迪桑德,2014-06-04,0.23,191.5853
600256.XSHG,广汇能源,2014-06-04,0.47,380.1197
000709.XSHE,河钢股份,2014-06-04,0.16,193.2587
601231.XSHG,环旭电子,2014-06-04,0.12,281.0569
000156.XSHE,华数传媒,2014-06-04,0.04,334.6015
000157.XSHE,中联重科,2014-06-04,0.41,345.9973
002236.XSHE,大华股份,2014-06-04,0.32,306.1114
000623.XSHE,吉林敖东,2014-06-04,0.23,135.2391
002155.XSHE,湖南黄金,2014-06-04,0.11,71.6317
600588.XSHG,用友网络,2014-06-04,0.18,171.3152
000703.XSHE,恒逸石化,2014-06-04,0.04,85.9423
002375.XSHE,亚厦股份,2014-06-04,0.16,149.6344
000629.XSHE,攀钢钒钛,2014-06-04,0.19,174.3718
600893.XSHG,航发动力,2014-06-04,0.25,231.9701
002294.XSHE,信立泰,2014-06-04,0.12,188.1521
601139.XSHG,深圳燃气,2014-06-04,0.06,135.8589
600123.XSHG,兰花科创,2014-06-04,0.11,85.5658
600089.XSHG,特变电工,2014-06-04,0.59,268.786
600895.XSHG,张江高科,2014-06-04,0.11,98.6515
000012.XSHE,南玻A,2014-06-04,0.2,146.5187
600085.XSHG,同仁堂,2014-06-04,0.23,218.0416
601238.XSHG,广汽集团,2014-06-04,0.13,465.252
601369.XSHG,陕鼓动力,2014-06-04,0.08,92.4266
000792.XSHE,盐湖股份,2014-06-04,0.21,242.7117
000793.XSHE,华闻传媒,2014-06-04,0.29,217.1205
600340.XSHG,华夏幸福,2014-06-04,0.29,328.0742
600000.XSHG,浦发银行,2014-06-04,2.22,1762.7531
600648.XSHG,外高桥,2014-06-04,0.11,314.9458
600649.XSHG,城投控股,2014-06-04,0.2,193.8903
600415.XSHG,小商品城,2014-06-04,0.15,138.80200000000002
601633.XSHG,长城汽车,2014-06-04,0.24,857.9633
600008.XSHG,首创股份,2014-06-04,0.14,135.08
600009.XSHG,上海机场,2014-06-04,0.27,248.5776
600066.XSHG,宇通客车,2014-06-04,0.29,193.986
002051.XSHE,中工国际,2014-06-04,0.08,121.9412
600062.XSHG,华润双鹤,2014-06-04,0.12,95.3589
600060.XSHG,海信电器,2014-06-04,0.17,132.5491
000937.XSHE,冀中能源,2014-06-04,0.08,134.3786
601988.XSHG,中国银行,2014-06-04,0.35,7598.7158
601989.XSHG,中国重工,2014-06-04,0.48,771.3721
601555.XSHG,东吴证券,2014-06-04,0.18,142.0
000933.XSHE,神火股份,2014-06-04,0.09,68.418
600068.XSHG,葛洲坝,2014-06-04,0.18,174.5211
000423.XSHE,东阿阿胶,2014-06-04,0.34,199.2804
601866.XSHG,中远海发,2014-06-04,0.1,245.3456
000630.XSHE,铜陵有色,2014-06-04,0.14,129.9349
601390.XSHG,中国中铁,2014-06-04,0.27,543.1475
600718.XSHG,东软集团,2014-06-04,0.23,152.9582
601398.XSHG,工商银行,2014-06-04,1.2,12544.6123
600153.XSHG,建发股份,2014-06-04,0.2,151.9667
600150.XSHG,中国船舶,2014-06-04,0.22,267.7682
600663.XSHG,陆家嘴,2014-06-04,0.14,309.2885
000024.XSHE,招商地产,2014-06-04,0.25,289.5369
600157.XSHG,永泰能源,2014-06-04,0.1,82.3683
601098.XSHG,中南传媒,2014-06-04,0.15,232.0432
601901.XSHG,方正证券,2014-06-04,0.43,337.94
600096.XSHG,云天化,2014-06-04,0.07,82.084
600100.XSHG,同方股份,2014-06-04,0.27,189.0179
600795.XSHG,国电电力,2014-06-04,0.41,394.5651
600011.XSHG,华能国际,2014-06-04,0.48,780.0738
600010.XSHG,包钢股份,2014-06-04,0.25,292.8948
600016.XSHG,民生银行,2014-06-04,3.49,2099.105
600015.XSHG,华夏银行,2014-06-04,0.76,718.6047
