,display_name,date,weight,market_cap
600259.XSHG,广晟有色,2013-08-12,0.12,108.9629
600315.XSHG,上海家化,2013-08-12,0.5,372.0628
600316.XSHG,洪都航空,2013-08-12,0.15,116.5311
600252.XSHG,中恒集团,2013-08-12,0.3,176.6448
002570.XSHE,*ST因美,2013-08-12,0.26,219.6501
600170.XSHG,上海建工,2013-08-12,0.1,156.8026
600256.XSHG,广汇能源,2013-08-12,0.58,547.2062
000709.XSHE,河钢股份,2013-08-12,0.17,204.9391
000156.XSHE,华数传媒,2013-08-12,0.04,284.02
000157.XSHE,中联重科,2013-08-12,0.48,419.2039
002236.XSHE,大华股份,2013-08-12,0.38,455.5879
000623.XSHE,吉林敖东,2013-08-12,0.25,153.754
002155.XSHE,湖南黄金,2013-08-12,0.12,96.1399
600588.XSHG,用友网络,2013-08-12,0.1,106.7641
000703.XSHE,恒逸石化,2013-08-12,0.05,89.057
002375.XSHE,亚厦股份,2013-08-12,0.17,191.3938
000629.XSHE,攀钢钒钛,2013-08-12,0.2,199.2821
600893.XSHG,航发动力,2013-08-12,0.19,183.4841
002294.XSHE,信立泰,2013-08-12,0.13,236.6611
600125.XSHG,铁龙物流,2013-08-12,0.11,76.373
600123.XSHG,兰花科创,2013-08-12,0.18,161.7638
600089.XSHG,特变电工,2013-08-12,0.46,220.0692
600895.XSHG,张江高科,2013-08-12,0.09,87.9656
000012.XSHE,南玻A,2013-08-12,0.25,199.8548
600085.XSHG,同仁堂,2013-08-12,0.32,314.9783
601238.XSHG,广汽集团,2013-08-12,0.13,534.7502
601369.XSHG,陕鼓动力,2013-08-12,0.07,115.6972
000792.XSHE,盐湖股份,2013-08-12,0.22,289.7908
600005.XSHG,武钢股份,2013-08-12,0.2,236.1944
600340.XSHG,华夏幸福,2013-08-12,0.25,326.1339
600000.XSHG,浦发银行,2013-08-12,1.91,1550.1035
600550.XSHG,保变电气,2013-08-12,0.08,81.4184
600649.XSHG,城投控股,2013-08-12,0.21,203.7491
601117.XSHG,中国化学,2013-08-12,0.4,457.2891
600415.XSHG,小商品城,2013-08-12,0.16,156.2202
601633.XSHG,长城汽车,2013-08-12,0.32,1317.0649
600642.XSHG,申能股份,2013-08-12,0.19,187.0888
600009.XSHG,上海机场,2013-08-12,0.26,253.9731
