,display_name,date,weight,market_cap
000413.XSHE,东旭光电,2016-07-21,0.18100000000000002,493.9481
000415.XSHE,渤海租赁,2016-07-21,0.14800000000000002,421.7844
600317.XSHG,营口港,2016-07-21,0.077,257.6247
601009.XSHG,南京银行,2016-07-21,0.4,629.501
600252.XSHG,中恒集团,2016-07-21,0.142,157.7699
000825.XSHE,太钢不锈,2016-07-21,0.084,201.0775
000826.XSHE,启迪桑德,2016-07-21,0.184,268.5057
600256.XSHG,广汇能源,2016-07-21,0.151,234.442
000709.XSHE,河钢股份,2016-07-21,0.138,311.1252
000559.XSHE,万向钱潮,2016-07-21,0.21,364.1053
000156.XSHE,华数传媒,2016-07-21,0.094,289.5371
000157.XSHE,中联重科,2016-07-21,0.213,324.1928
000623.XSHE,吉林敖东,2016-07-21,0.209,229.0657
600827.XSHG,百联股份,2016-07-21,0.109,223.9131
002450.XSHE,ST康得新,2016-07-21,0.517,576.7339
600816.XSHG,安信信托,2016-07-21,0.175,318.0492
600893.XSHG,航发动力,2016-07-21,0.317,722.1952
600783.XSHG,鲁信创投,2016-07-21,0.075,166.4387
601872.XSHG,招商轮船,2016-07-21,0.11599999999999999,274.5119
600089.XSHG,特变电工,2016-07-21,0.259,285.4263
600895.XSHG,张江高科,2016-07-21,0.16399999999999998,294.8705
601117.XSHG,中国化学,2016-07-21,0.128,281.181
600085.XSHG,同仁堂,2016-07-21,0.192,432.0131
000792.XSHE,盐湖股份,2016-07-21,0.184,390.2384
600005.XSHG,武钢股份,2016-07-21,0.131,278.5883
300027.XSHE,华谊兄弟,2016-07-21,0.31,376.5776
600000.XSHG,浦发银行,2016-07-21,1.579,3422.1736
600648.XSHG,外高桥,2016-07-21,0.086,245.576
600649.XSHG,城投控股,2016-07-21,0.252,429.0084
001979.XSHE,招商蛇口,2016-07-21,0.396,1214.0686
300124.XSHE,汇川技术,2016-07-21,0.217,305.409
600415.XSHG,小商品城,2016-07-21,0.19699999999999998,372.8602
601633.XSHG,长城汽车,2016-07-21,0.11900000000000001,916.3778
600008.XSHG,首创股份,2016-07-21,0.11,195.7169
600009.XSHG,上海机场,2016-07-21,0.294,522.9765
300144.XSHE,宋城演艺,2016-07-21,0.17,348.7725
600066.XSHG,宇通客车,2016-07-21,0.309,486.8452
002568.XSHE,百润股份,2016-07-21,0.046,225.9712
600060.XSHG,海信电器,2016-07-21,0.163,241.0222
600061.XSHG,国投资本,2016-07-21,0.23199999999999998,674.1827
000425.XSHE,徐工机械,2016-07-21,0.153,223.5465
601988.XSHG,中国银行,2016-07-21,0.794,9714.7969
601989.XSHG,中国重工,2016-07-21,0.682,1265.1187
000738.XSHE,航发控制,2016-07-21,0.142,323.0711
600958.XSHG,东方证券,2016-07-21,0.521,1063.6364
600068.XSHG,葛洲坝,2016-07-21,0.18899999999999997,307.1387
000423.XSHE,东阿阿胶,2016-07-21,0.324,381.687
600660.XSHG,福耀玻璃,2016-07-21,0.23,388.8357
601225.XSHG,陕西煤业,2016-07-21,0.121,608.0
601866.XSHG,中远海发,2016-07-21,0.147,484.8497
000630.XSHE,铜陵有色,2016-07-21,0.19899999999999998,258.1374
600998.XSHG,九州通,2016-07-21,0.068,329.0725
601390.XSHG,中国中铁,2016-07-21,0.457,1596.8167
002152.XSHE,广电运通,2016-07-21,0.156,272.1971
601788.XSHG,光大证券,2016-07-21,0.233,693.439
601398.XSHG,工商银行,2016-07-21,1.264,15254.1875
601021.XSHG,春秋航空,2016-07-21,0.135,384.32
600153.XSHG,建发股份,2016-07-21,0.239,325.481
600150.XSHG,中国船舶,2016-07-21,0.18,335.7094
600098.XSHG,广州发展,2016-07-21,0.075,218.0957
600718.XSHG,东软集团,2016-07-21,0.214,230.7465
