,display_name,date,weight,market_cap
600259.XSHG,广晟有色,2012-12-03,0.11,86.6914
600315.XSHG,上海家化,2012-12-03,0.35,211.5766
600316.XSHG,洪都航空,2012-12-03,0.1,66.1897
002122.XSHE,*ST天马,2012-12-03,0.07,57.2616
600252.XSHG,中恒集团,2012-12-03,0.16,85.9205
002570.XSHE,*ST因美,2012-12-03,0.04,72.6841
000825.XSHE,太钢不锈,2012-12-03,0.17,183.9888
600256.XSHG,广汇能源,2012-12-03,0.73,512.6882
000709.XSHE,河钢股份,2012-12-03,0.23,245.2898
000559.XSHE,万向钱潮,2012-12-03,0.07,63.2526
000157.XSHE,中联重科,2012-12-03,0.82,605.688
000623.XSHE,吉林敖东,2012-12-03,0.22,110.8209
600827.XSHG,百联股份,2012-12-03,0.13,122.6417
600588.XSHG,用友网络,2012-12-03,0.1,78.7184
600812.XSHG,华北制药,2012-12-03,0.09,66.0339
000703.XSHE,恒逸石化,2012-12-03,0.08,107.1683
000629.XSHE,攀钢钒钛,2012-12-03,0.32,263.7052
600893.XSHG,航发动力,2012-12-03,0.13,109.9379
600125.XSHG,铁龙物流,2012-12-03,0.12,75.0675
600123.XSHG,兰花科创,2012-12-03,0.28,186.7824
600089.XSHG,特变电工,2012-12-03,0.36,151.5447
600895.XSHG,张江高科,2012-12-03,0.11,94.1603
000012.XSHE,南玻A,2012-12-03,0.21,138.0098
600085.XSHG,同仁堂,2012-12-03,0.26,219.5283
002415.XSHE,海康威视,2012-12-03,0.26,537.9062
000792.XSHE,盐湖股份,2012-12-03,0.34,356.7512
600005.XSHG,武钢股份,2012-12-03,0.25,271.5227
601369.XSHG,陕鼓动力,2012-12-03,0.09,125.202
600000.XSHG,浦发银行,2012-12-03,1.95,1371.0302
600550.XSHG,保变电气,2012-12-03,0.09,75.9264
600418.XSHG,江淮汽车,2012-12-03,0.11,69.9784
601117.XSHG,中国化学,2012-12-03,0.33,351.7229
600415.XSHG,小商品城,2012-12-03,0.19,160.847
601633.XSHG,长城汽车,2012-12-03,0.17,562.2398
600642.XSHG,申能股份,2012-12-03,0.28,192.4611
600009.XSHG,上海机场,2012-12-03,0.25,219.0952
002092.XSHE,中泰化学,2012-12-03,0.14,71.1073
600066.XSHG,宇通客车,2012-12-03,0.24,143.1732
601558.XSHG,ST锐电,2012-12-03,0.09,185.3404
600062.XSHG,华润双鹤,2012-12-03,0.16,116.9118
600309.XSHG,万华化学,2012-12-03,0.33,278.9412
600153.XSHG,建发股份,2012-12-03,0.16,110.9924
600307.XSHG,酒钢宏兴,2012-12-03,0.06,118.2402
000425.XSHE,徐工机械,2012-12-03,0.29,199.2624
601988.XSHG,中国银行,2012-12-03,0.43,7648.6372
600432.XSHG,退市吉恩,2012-12-03,0.1,82.4911
601555.XSHG,东吴证券,2012-12-03,0.09,124.8
000933.XSHE,神火股份,2012-12-03,0.14,114.7902
000422.XSHE,*ST宜化,2012-12-03,0.15,80.3591
000423.XSHE,东阿阿胶,2012-12-03,0.46,242.1188
601101.XSHG,昊华能源,2012-12-03,0.12,120.1198
000630.XSHE,铜陵有色,2012-12-03,0.27,231.1533
601718.XSHG,际华集团,2012-12-03,0.07,105.6818
601390.XSHG,中国中铁,2012-12-03,0.34,607.0471
601377.XSHG,兴业证券,2012-12-03,0.33,200.42
600718.XSHG,东软集团,2012-12-03,0.13,80.6529
601398.XSHG,工商银行,2012-12-03,1.4,13483.7998
000021.XSHE,深科技,2012-12-03,0.06,52.5073
600150.XSHG,中国船舶,2012-12-03,0.25,257.4324
601866.XSHG,中远海发,2012-12-03,0.12,247.6823
000024.XSHE,招商地产,2012-12-03,0.38,415.5867
002603.XSHE,以岭药业,2012-12-03,0.05,115.9145
601098.XSHG,中南传媒,2012-12-03,0.1,141.5248
601901.XSHG,方正证券,2012-12-03,0.16,223.26
600096.XSHG,云天化,2012-12-03,0.08,81.9876
600100.XSHG,同方股份,2012-12-03,0.25,127.8092
000780.XSHE,平庄能源,2012-12-03,0.08,81.4488
600011.XSHG,华能国际,2012-12-03,0.48,940.3052
600010.XSHG,包钢股份,2012-12-03,0.29,292.2758
600016.XSHG,民生银行,2012-12-03,3.32,1755.8297
600015.XSHG,华夏银行,2012-12-03,0.67,553.4578
601318.XSHG,中国平安,2012-12-03,2.85,2899.6829
600655.XSHG,豫园股份,2012-12-03,0.17,88.9702
600019.XSHG,宝钢股份,2012-12-03,0.57,810.8078
600549.XSHG,厦门钨业,2012-12-03,0.19,192.8639
600395.XSHG,盘江股份,2012-12-03,0.15,207.8745
601258.XSHG,庞大集团,2012-12-03,0.05,111.6759
601991.XSHG,大唐发电,2012-12-03,0.18,501.7884
600369.XSHG,西南证券,2012-12-03,0.2,163.9724
601992.XSHG,金隅集团,2012-12-03,0.12,240.3176
002378.XSHE,章源钨业,2012-12-03,0.04,79.2195
000725.XSHE,京东方A,2012-12-03,0.41,275.8395
000680.XSHE,山推股份,2012-12-03,0.08,42.8169
601998.XSHG,中信银行,2012-12-03,0.23,1684.3438
000538.XSHE,云南白药,2012-12-03,0.51,435.0274
000728.XSHE,国元证券,2012-12-03,0.2,171.8587
600376.XSHG,首开股份,2012-12-03,0.18,152.9053
000686.XSHE,东北证券,2012-12-03,0.09,125.2586
600863.XSHG,内蒙华电,2012-12-03,0.12,165.4562
000338.XSHE,潍柴动力,2012-12-03,0.47,444.8464
002024.XSHE,苏宁易购,2012-12-03,0.61,431.1697
601888.XSHG,中国国旅,2012-12-03,0.16,230.208
600547.XSHG,山东黄金,2012-12-03,0.61,505.9022
601628.XSHG,中国人寿,2012-12-03,0.62,5031.1177
600811.XSHG,东方集团,2012-12-03,0.14,74.8396
002106.XSHE,莱宝高科,2012-12-03,0.13,77.1509
002007.XSHE,华兰生物,2012-12-03,0.13,105.8488
601918.XSHG,新集能源,2012-12-03,0.1,140.6294
600143.XSHG,金发科技,2012-12-03,0.19,111.1717
600383.XSHG,金地集团,2012-12-03,0.55,241.9086
600900.XSHG,长江电力,2012-12-03,0.73,1049.4
000039.XSHE,中集集团,2012-12-03,0.19,243.6092
600795.XSHG,国电电力,2012-12-03,0.42,352.5432
600703.XSHG,三安光电,2012-12-03,0.22,165.9172
600999.XSHG,招商证券,2012-12-03,0.45,381.7441
000783.XSHE,长江证券,2012-12-03,0.29,173.8114
600873.XSHG,梅花生物,2012-12-03,0.08,107.517
600783.XSHG,鲁信创投,2012-12-03,0.05,63.345
600266.XSHG,北京城建,2012-12-03,0.12,101.6356
600267.XSHG,海正药业,2012-12-03,0.16,112.0172
601717.XSHG,郑煤机,2012-12-03,0.18,121.1
601158.XSHG,重庆水务,2012-12-03,0.11,230.88
600660.XSHG,福耀玻璃,2012-12-03,0.24,142.21200000000005
600498.XSHG,烽火通信,2012-12-03,0.1,82.2426
600664.XSHG,哈药股份,2012-12-03,0.13,106.4203
601099.XSHG,太平洋,2012-12-03,0.07,76.3984
000839.XSHE,中信国安,2012-12-03,0.12,81.846
000625.XSHE,长安汽车,2012-12-03,0.22,244.8015
002344.XSHE,海宁皮城,2012-12-03,0.1,136.08
600352.XSHG,浙江龙盛,2012-12-03,0.13,79.0008
000527.XSHE,美的电器,2012-12-03,0.44,310.6831
600048.XSHG,保利地产,2012-12-03,1.15,838.7143
000528.XSHE,柳工,2012-12-03,0.15,89.0067
600362.XSHG,江西铜业,2012-12-03,0.39,693.2384
600600.XSHG,青岛啤酒,2012-12-03,0.24,400.2962
600208.XSHG,新湖中宝,2012-12-03,0.14,199.6576
000999.XSHE,华润三九,2012-12-03,0.19,194.3116
601928.XSHG,凤凰传媒,2012-12-03,0.11,151.9305
002038.XSHE,双鹭药业,2012-12-03,0.18,128.2959
000758.XSHE,中色股份,2012-12-03,0.18,126.6516
601009.XSHG,南京银行,2012-12-03,0.37,219.7011
600674.XSHG,川投能源,2012-12-03,0.18,145.5825
600997.XSHG,开滦股份,2012-12-03,0.13,104.3271
002422.XSHE,科伦药业,2012-12-03,0.28,246.72
601001.XSHG,大同煤业,2012-12-03,0.13,129.377
600177.XSHG,雅戈尔,2012-12-03,0.21,145.1751
000046.XSHE,泛海控股,2012-12-03,0.12,172.7221
601006.XSHG,大秦铁路,2012-12-03,0.87,942.5546
601168.XSHG,西部矿业,2012-12-03,0.3,157.278
601169.XSHG,北京银行,2012-12-03,0.89,623.9313
600271.XSHG,航天信息,2012-12-03,0.16,108.3148
600276.XSHG,恒瑞医药,2012-12-03,0.4,339.5607
600779.XSHG,水井坊,2012-12-03,0.14,78.7047
601333.XSHG,广深铁路,2012-12-03,0.16,177.0884
601088.XSHG,中国神华,2012-12-03,1.67,4260.3569
600770.XSHG,综艺股份,2012-12-03,0.08,54.8986
000568.XSHE,泸州老窖,2012-12-03,0.55,433.1836
600196.XSHG,复星医药,2012-12-03,0.25,204.3302
601607.XSHG,上海医药,2012-12-03,0.23,265.6644
600216.XSHG,浙江医药,2012-12-03,0.11,95.275
600058.XSHG,五矿发展,2012-12-03,0.12,129.4868
600690.XSHG,青岛海尔,2012-12-03,0.42,299.1232
002128.XSHE,露天煤业,2012-12-03,0.11,156.947
600219.XSHG,南山铝业,2012-12-03,0.17,118.1768
600694.XSHG,大商股份,2012-12-03,0.19,76.9837
600050.XSHG,中国联通,2012-12-03,0.63,686.7697
601933.XSHG,永辉超市,2012-12-03,0.12,165.4057
002001.XSHE,新和成,2012-12-03,0.15,120.7248
002493.XSHE,荣盛石化,2012-12-03,0.05,102.1928
600497.XSHG,驰宏锌锗,2012-12-03,0.19,162.3209
600595.XSHG,中孚实业,2012-12-03,0.08,63.6247
600598.XSHG,北大荒,2012-12-03,0.12,123.0154
000983.XSHE,西山煤电,2012-12-03,0.41,331.8214
600859.XSHG,王府井,2012-12-03,0.11,94.4047
000059.XSHE,华锦股份,2012-12-03,0.08,66.268
600169.XSHG,太原重工,2012-12-03,0.13,77.0818
600456.XSHG,宝钛股份,2012-12-03,0.08,66.3039
002431.XSHE,棕榈股份,2012-12-03,0.07,72.0384
600160.XSHG,巨化股份,2012-12-03,0.1,111.3698
600166.XSHG,福田汽车,2012-12-03,0.18,154.5319
601179.XSHG,中国西电,2012-12-03,0.13,139.8597
002500.XSHE,山西证券,2012-12-03,0.09,125.9895
601788.XSHG,光大证券,2012-12-03,0.33,342.1418
600372.XSHG,中航电子,2012-12-03,0.08,162.1136
600518.XSHG,康美药业,2012-12-03,0.53,317.2745
600519.XSHG,贵州茅台,2012-12-03,2.09,2078.3325
000807.XSHE,云铝股份,2012-12-03,0.1,69.4167
000858.XSHE,五粮液,2012-12-03,1.19,922.7995
600809.XSHG,山西汾酒,2012-12-03,0.22,282.8726
600516.XSHG,方大炭素,2012-12-03,0.11,93.8843
000729.XSHE,燕京啤酒,2012-12-03,0.15,126.1294
600221.XSHG,海航控股,2012-12-03,0.1,230.2432
600028.XSHG,中国石化,2012-12-03,0.6,5304.7197
600029.XSHG,南方航空,2012-12-03,0.27,326.925
600183.XSHG,生益科技,2012-12-03,0.06,51.5133
600022.XSHG,山东钢铁,2012-12-03,0.09,126.795
002310.XSHE,东方园林,2012-12-03,0.14,152.1824
600971.XSHG,恒源煤电,2012-12-03,0.13,105.3004
600649.XSHG,城投控股,2012-12-03,0.17,139.8161
600188.XSHG,兖州煤业,2012-12-03,0.22,758.9091
601699.XSHG,潞安环能,2012-12-03,0.34,353.9067
002405.XSHE,四维图新,2012-12-03,0.07,50.0831
000581.XSHE,威孚高科,2012-12-03,0.26,193.8382
002155.XSHE,湖南黄金,2012-12-03,0.21,124.5335
000060.XSHE,中金岭南,2012-12-03,0.25,150.80100000000004
600037.XSHG,歌华有线,2012-12-03,0.09,61.6073
000776.XSHE,广发证券,2012-12-03,0.46,645.2028
000063.XSHE,中兴通讯,2012-12-03,0.36,262.822
000778.XSHE,新兴铸管,2012-12-03,0.12,101.5942
600546.XSHG,山煤国际,2012-12-03,0.08,152.4509
601766.XSHG,中国中车,2012-12-03,0.39,668.0652
601299.XSHG,中国北车,2012-12-03,0.41,437.5704
000069.XSHE,华侨城A,2012-12-03,0.49,421.7469
002241.XSHE,歌尔股份,2012-12-03,0.28,304.862
601669.XSHG,中国电建,2012-12-03,0.28,311.04
601668.XSHG,中国建筑,2012-12-03,1.09,960.0
601106.XSHG,中国一重,2012-12-03,0.16,163.45
601233.XSHG,桐昆股份,2012-12-03,0.04,57.5269
601666.XSHG,平煤股份,2012-12-03,0.21,173.3095
000100.XSHE,TCL集团,2012-12-03,0.42,178.0006
600508.XSHG,上海能源,2012-12-03,0.09,95.0374
002069.XSHE,獐子岛,2012-12-03,0.09,94.7201
000869.XSHE,张裕A,2012-12-03,0.13,259.1739
600118.XSHG,中国卫星,2012-12-03,0.11,87.7185
600500.XSHG,中化国际,2012-12-03,0.09,72.3108
601857.XSHG,中国石油,2012-12-03,0.69,15501.877
600115.XSHG,东方航空,2012-12-03,0.16,333.7856
601216.XSHG,君正集团,2012-12-03,0.05,64.128
600111.XSHG,北方稀土,2012-12-03,1.05,722.7379
002202.XSHE,金风科技,2012-12-03,0.18,129.6097
600739.XSHG,辽宁成大,2012-12-03,0.41,172.6358
601898.XSHG,中煤能源,2012-12-03,0.29,893.6339
601899.XSHG,紫金矿业,2012-12-03,0.66,776.5059
600331.XSHG,宏达股份,2012-12-03,0.11,59.34
600031.XSHG,三一重工,2012-12-03,0.58,578.6404
600030.XSHG,中信证券,2012-12-03,1.61,1101.6908
002142.XSHE,宁波银行,2012-12-03,0.23,235.0314
002081.XSHE,金螳螂,2012-12-03,0.24,269.6075
601688.XSHG,华泰证券,2012-12-03,0.3,413.28
000800.XSHE,一汽轿车,2012-12-03,0.11,96.8363
600036.XSHG,招商银行,2012-12-03,2.89,2138.2419
600832.XSHG,东方明珠,2012-12-03,0.19,161.5472
601186.XSHG,中国铁建,2012-12-03,0.39,673.6298
600837.XSHG,海通证券,2012-12-03,1.49,757.193
000768.XSHE,中航飞机,2012-12-03,0.21,178.3377
600839.XSHG,四川长虹,2012-12-03,0.16,86.7854
601288.XSHG,农业银行,2012-12-03,1.53,8477.127
600875.XSHG,东方电气,2012-12-03,0.18,224.8331
601818.XSHG,光大银行,2012-12-03,0.73,1035.1306
601268.XSHG,*ST二重,2012-12-03,0.03,71.656
600170.XSHG,上海建工,2012-12-03,0.11,159.1153
601111.XSHG,中国国航,2012-12-03,0.27,599.4759
600535.XSHG,天士力,2012-12-03,0.36,256.4032
002353.XSHE,杰瑞股份,2012-12-03,0.18,197.7166
600741.XSHG,华域汽车,2012-12-03,0.22,237.1378
601118.XSHG,海南橡胶,2012-12-03,0.13,184.3719
601958.XSHG,金钼股份,2012-12-03,0.23,321.0471
002399.XSHE,海普瑞,2012-12-03,0.07,136.4341
000878.XSHE,云南铜业,2012-12-03,0.22,184.1318
600109.XSHG,国金证券,2012-12-03,0.12,121.1293
600108.XSHG,亚盛集团,2012-12-03,0.18,116.2308
601618.XSHG,中国中冶,2012-12-03,0.23,389.844
000937.XSHE,冀中能源,2012-12-03,0.17,230.132
601566.XSHG,九牧王,2012-12-03,0.06,78.0609
600104.XSHG,上汽集团,2012-12-03,0.72,1578.8611
600348.XSHG,阳泉煤业,2012-12-03,0.34,269.841
000876.XSHE,新希望,2012-12-03,0.13,178.4587
601328.XSHG,交通银行,2012-12-03,2.32,3126.4607
000402.XSHE,金融街,2012-12-03,0.32,173.4517
601919.XSHG,中远海控,2012-12-03,0.22,433.17
000651.XSHE,格力电器,2012-12-03,1.15,699.6295
000401.XSHE,冀东水泥,2012-12-03,0.15,158.1992
600320.XSHG,振华重工,2012-12-03,0.13,134.782
002299.XSHE,圣农发展,2012-12-03,0.07,75.1492
601939.XSHG,建设银行,2012-12-03,0.93,10425.458
002146.XSHE,荣盛发展,2012-12-03,0.14,206.0851
002594.XSHE,比亚迪,2012-12-03,0.03,363.9439
002304.XSHE,洋河股份,2012-12-03,0.75,991.332
000895.XSHE,双汇发展,2012-12-03,0.42,595.6966
000718.XSHE,苏宁环球,2012-12-03,0.11,125.452
600970.XSHG,中材国际,2012-12-03,0.11,118.0761
600068.XSHG,葛洲坝,2012-12-03,0.23,165.3056
002385.XSHE,大北农,2012-12-03,0.18,149.6587
600804.XSHG,鹏博士,2012-12-03,0.18,71.4766
601018.XSHG,宁波港,2012-12-03,0.22,313.6
002073.XSHE,软控股份,2012-12-03,0.08,41.4982
601808.XSHG,中海油服,2012-12-03,0.21,670.7017
000898.XSHE,鞍钢股份,2012-12-03,0.15,245.26
000562.XSHE,宏源证券,2012-12-03,0.2,281.2465
600489.XSHG,中金黄金,2012-12-03,0.51,432.949
601989.XSHG,中国重工,2012-12-03,0.41,576.4409
600887.XSHG,伊利股份,2012-12-03,0.74,310.6168
000002.XSHE,万科A,2012-12-03,1.98,967.5785
600881.XSHG,亚泰集团,2012-12-03,0.19,81.28399999999998
000001.XSHE,平安银行,2012-12-03,0.77,643.4928
600585.XSHG,海螺水泥,2012-12-03,0.77,874.9149
600528.XSHG,中铁工业,2012-12-03,0.1,85.801
600583.XSHG,海油工程,2012-12-03,0.23,192.9162
000009.XSHE,中国宝安,2012-12-03,0.2,81.8063
000961.XSHE,中南建设,2012-12-03,0.09,138.9729
000960.XSHE,锡业股份,2012-12-03,0.18,153.5646
601336.XSHG,新华保险,2012-12-03,0.07,591.778
601166.XSHG,兴业银行,2012-12-03,2.23,1345.0656
600406.XSHG,国电南瑞,2012-12-03,0.32,213.0128
000969.XSHE,安泰科技,2012-12-03,0.11,76.7889
000968.XSHE,蓝焰控股,2012-12-03,0.06,47.7271
600132.XSHG,重庆啤酒,2012-12-03,0.09,61.1256
601601.XSHG,中国太保,2012-12-03,1.23,1566.8198
601600.XSHG,中国铝业,2012-12-03,0.31,619.4215
000061.XSHE,农产品,2012-12-03,0.11,60.3125
