,term,term_d,rate
2012-12-21,0d,0.0,1.8247
2012-12-21,1m,0.08,2.5314
2012-12-21,2m,0.17,2.8158
2012-12-21,3m,0.25,2.8342
2012-12-21,6m,0.5,2.863
2012-12-21,9m,0.75,2.8886
2012-12-21,1y,1.0,2.9179
2012-12-21,2y,2.0,3.1408
2012-12-21,3y,3.0,3.157
2012-12-21,4y,4.0,3.2073
2012-12-21,5y,5.0,3.2958
2012-12-21,6y,6.0,3.4041
2012-12-21,7y,7.0,3.4958
2012-12-21,8y,8.0,3.5248
2012-12-21,9y,9.0,3.5649
2012-12-21,10y,10.0,3.6060000000000003
2012-12-21,15y,15.0,3.8711
2012-12-21,20y,20.0,4.1059
2012-12-21,30y,30.0,4.2042
2012-12-21,40y,40.0,4.2912
2012-12-21,50y,50.0,4.3558
