,term,term_d,rate
2014-04-18,0d,0.0,1.1767
2014-04-18,1m,0.08,2.7247
2014-04-18,2m,0.17,2.8204
2014-04-18,3m,0.25,2.9404
2014-04-18,6m,0.5,3.2212
2014-04-18,9m,0.75,3.3843
2014-04-18,1y,1.0,3.5003
2014-04-18,2y,2.0,3.6697
2014-04-18,3y,3.0,3.9210000000000003
2014-04-18,4y,4.0,4.0957
2014-04-18,5y,5.0,4.0821
2014-04-18,6y,6.0,4.3817
2014-04-18,7y,7.0,4.2253
2014-04-18,8y,8.0,4.3346
2014-04-18,9y,9.0,4.4168
2014-04-18,10y,10.0,4.2997
2014-04-18,15y,15.0,4.5358
2014-04-18,20y,20.0,4.7678
2014-04-18,30y,30.0,4.8656
2014-04-18,40y,40.0,4.9507
2014-04-18,50y,50.0,5.0049
