,term,term_d,rate
2014-01-29,0d,0.0,3.5207
2014-01-29,1m,0.08,4.894
2014-01-29,2m,0.17,4.1048
2014-01-29,3m,0.25,3.6875
2014-01-29,6m,0.5,3.5178
2014-01-29,9m,0.75,3.5263
2014-01-29,1y,1.0,3.6044
2014-01-29,2y,2.0,3.798
2014-01-29,3y,3.0,4.0191
2014-01-29,4y,4.0,4.238
2014-01-29,5y,5.0,4.2262
2014-01-29,6y,6.0,4.5343
2014-01-29,7y,7.0,4.4345
2014-01-29,8y,8.0,4.5477
2014-01-29,9y,9.0,4.5494
2014-01-29,10y,10.0,4.5102
2014-01-29,15y,15.0,4.7423
2014-01-29,20y,20.0,4.9755
2014-01-29,30y,30.0,5.0775
2014-01-29,40y,40.0,5.1509
2014-01-29,50y,50.0,5.2058
