,term,term_d,rate
2012-07-19,0d,0.0,1.9304
2012-07-19,1m,0.08,1.9351
2012-07-19,2m,0.17,1.9398
2012-07-19,3m,0.25,2.0484
2012-07-19,6m,0.5,2.1446
2012-07-19,9m,0.75,2.2218
2012-07-19,1y,1.0,2.2591
2012-07-19,2y,2.0,2.2973
2012-07-19,3y,3.0,2.4137
2012-07-19,4y,4.0,2.627
2012-07-19,5y,5.0,2.8136
2012-07-19,6y,6.0,3.0107
2012-07-19,7y,7.0,3.0658
2012-07-19,8y,8.0,3.2586
2012-07-19,9y,9.0,3.2817
2012-07-19,10y,10.0,3.286
2012-07-19,15y,15.0,3.6196
2012-07-19,20y,20.0,3.9037
2012-07-19,30y,30.0,4.106
2012-07-19,40y,40.0,4.1647
2012-07-19,50y,50.0,4.237
