,term,term_d,rate
2014-05-20,0d,0.0,1.6037
2014-05-20,1m,0.08,3.0395
2014-05-20,2m,0.17,2.9582
2014-05-20,3m,0.25,3.0937
2014-05-20,6m,0.5,3.4107
2014-05-20,9m,0.75,3.4997
2014-05-20,1y,1.0,3.5036
2014-05-20,2y,2.0,3.6833
2014-05-20,3y,3.0,3.9644
2014-05-20,4y,4.0,4.0036
2014-05-20,5y,5.0,4.0427
2014-05-20,6y,6.0,4.0675
2014-05-20,7y,7.0,4.1056
2014-05-20,8y,8.0,4.1246
2014-05-20,9y,9.0,4.1652
2014-05-20,10y,10.0,4.177
2014-05-20,15y,15.0,4.4018
2014-05-20,20y,20.0,4.6138
2014-05-20,30y,30.0,4.7296
2014-05-20,40y,40.0,4.8167
2014-05-20,50y,50.0,4.8684
