,term,term_d,rate
2014-08-20,0d,0.0,2.2297
2014-08-20,1m,0.08,3.4801
2014-08-20,2m,0.17,3.4521
2014-08-20,3m,0.25,3.5003
2014-08-20,6m,0.5,3.7432
2014-08-20,9m,0.75,3.7560000000000002
2014-08-20,1y,1.0,3.7834
2014-08-20,2y,2.0,3.9145
2014-08-20,3y,3.0,3.9551
2014-08-20,4y,4.0,3.9758
2014-08-20,5y,5.0,4.013
2014-08-20,6y,6.0,4.0889
2014-08-20,7y,7.0,4.192
2014-08-20,8y,8.0,4.2259
2014-08-20,9y,9.0,4.2398
2014-08-20,10y,10.0,4.2523
2014-08-20,15y,15.0,4.4324
2014-08-20,20y,20.0,4.6209
2014-08-20,30y,30.0,4.7611
2014-08-20,40y,40.0,4.8413
2014-08-20,50y,50.0,4.8855
