,term,term_d,rate
2012-06-07,0d,0.0,1.6388
2012-06-07,1m,0.08,1.9404
2012-06-07,2m,0.17,2.1494
2012-06-07,3m,0.25,2.1655
2012-06-07,6m,0.5,2.176
2012-06-07,9m,0.75,2.2066
2012-06-07,1y,1.0,2.2514
2012-06-07,2y,2.0,2.4083
2012-06-07,3y,3.0,2.4644
2012-06-07,4y,4.0,2.6496
2012-06-07,5y,5.0,2.8983
2012-06-07,6y,6.0,3.1141
2012-06-07,7y,7.0,3.1926
2012-06-07,8y,8.0,3.3584
2012-06-07,9y,9.0,3.3728
2012-06-07,10y,10.0,3.3751
2012-06-07,15y,15.0,3.6908
2012-06-07,20y,20.0,3.9662
2012-06-07,30y,30.0,4.1076
2012-06-07,40y,40.0,4.1696
2012-06-07,50y,50.0,4.247
