,term,term_d,rate
2014-10-24,0d,0.0,2.1419
2014-10-24,1m,0.08,3.3174
2014-10-24,2m,0.17,3.3348
2014-10-24,3m,0.25,3.4142
2014-10-24,6m,0.5,3.4153
2014-10-24,9m,0.75,3.4837
2014-10-24,1y,1.0,3.4966
2014-10-24,2y,2.0,3.5103
2014-10-24,3y,3.0,3.512
2014-10-24,4y,4.0,3.5367
2014-10-24,5y,5.0,3.5768
2014-10-24,6y,6.0,3.6496
2014-10-24,7y,7.0,3.7689999999999997
2014-10-24,8y,8.0,3.786
2014-10-24,9y,9.0,3.7919
2014-10-24,10y,10.0,3.8013
2014-10-24,15y,15.0,4.0197
2014-10-24,20y,20.0,4.2096
2014-10-24,30y,30.0,4.3033
2014-10-24,40y,40.0,4.4533
2014-10-24,50y,50.0,4.5075
