,term,term_d,rate
2012-02-17,0d,0.0,3.0705
2012-02-17,1m,0.08,3.0921
2012-02-17,2m,0.17,3.1136
2012-02-17,3m,0.25,3.1065
2012-02-17,6m,0.5,2.9412
2012-02-17,9m,0.75,2.9688
2012-02-17,1y,1.0,2.9856
2012-02-17,2y,2.0,3.0351
2012-02-17,3y,3.0,3.0601
2012-02-17,4y,4.0,3.1585
2012-02-17,5y,5.0,3.1978
2012-02-17,6y,6.0,3.3857
2012-02-17,7y,7.0,3.452
2012-02-17,8y,8.0,3.5314
2012-02-17,9y,9.0,3.5347
2012-02-17,10y,10.0,3.5361
2012-02-17,15y,15.0,3.7715
2012-02-17,20y,20.0,4.0142
2012-02-17,30y,30.0,4.1122
2012-02-17,40y,40.0,4.209
2012-02-17,50y,50.0,4.3031
