,term,term_d,rate
2011-12-23,0d,0.0,1.8453
2011-12-23,1m,0.08,2.3809
2011-12-23,2m,0.17,2.7074
2011-12-23,3m,0.25,2.7116
2011-12-23,6m,0.5,2.6603
2011-12-23,9m,0.75,2.6323
2011-12-23,1y,1.0,2.7341
2011-12-23,2y,2.0,2.8488
2011-12-23,3y,3.0,2.9337
2011-12-23,4y,4.0,3.0515
2011-12-23,5y,5.0,3.0888
2011-12-23,6y,6.0,3.3489999999999998
2011-12-23,7y,7.0,3.3881
2011-12-23,8y,8.0,3.4739999999999998
2011-12-23,9y,9.0,3.4793
2011-12-23,10y,10.0,3.4803
2011-12-23,15y,15.0,3.7351
2011-12-23,20y,20.0,3.955
2011-12-23,30y,30.0,4.0724
2011-12-23,40y,40.0,4.1606
2011-12-23,50y,50.0,4.2508
