,term,term_d,rate
2012-03-23,0d,0.0,2.0117
2012-03-23,1m,0.08,2.5191
2012-03-23,2m,0.17,2.8287
2012-03-23,3m,0.25,2.8354
2012-03-23,6m,0.5,2.8277
2012-03-23,9m,0.75,2.8507
2012-03-23,1y,1.0,2.8528
2012-03-23,2y,2.0,2.9436
2012-03-23,3y,3.0,2.9788
2012-03-23,4y,4.0,3.1173
2012-03-23,5y,5.0,3.1597
2012-03-23,6y,6.0,3.3748
2012-03-23,7y,7.0,3.4307
2012-03-23,8y,8.0,3.5187
2012-03-23,9y,9.0,3.5255
2012-03-23,10y,10.0,3.5267
2012-03-23,15y,15.0,3.7722
2012-03-23,20y,20.0,4.0477
2012-03-23,30y,30.0,4.1455
2012-03-23,40y,40.0,4.2165
2012-03-23,50y,50.0,4.3147
