,term,term_d,rate
2011-12-08,0d,0.0,1.8557
2011-12-08,1m,0.08,2.3027
2011-12-08,2m,0.17,2.5767
2011-12-08,3m,0.25,2.5815
2011-12-08,6m,0.5,2.5833
2011-12-08,9m,0.75,2.5972
2011-12-08,1y,1.0,2.63
2011-12-08,2y,2.0,2.7901
2011-12-08,3y,3.0,2.87
2011-12-08,4y,4.0,3.0228
2011-12-08,5y,5.0,3.0892
2011-12-08,6y,6.0,3.3308
2011-12-08,7y,7.0,3.3796
2011-12-08,8y,8.0,3.4556
2011-12-08,9y,9.0,3.4907
2011-12-08,10y,10.0,3.4953
2011-12-08,15y,15.0,3.7468
2011-12-08,20y,20.0,3.9701
2011-12-08,30y,30.0,4.059
2011-12-08,40y,40.0,4.162
2011-12-08,50y,50.0,4.2521
