,term,term_d,rate
2014-06-06,0d,0.0,1.6875
2014-06-06,1m,0.08,2.8122
2014-06-06,2m,0.17,2.8642
2014-06-06,3m,0.25,2.8737
2014-06-06,6m,0.5,3.0247
2014-06-06,9m,0.75,3.0509
2014-06-06,1y,1.0,3.1939
2014-06-06,2y,2.0,3.5912
2014-06-06,3y,3.0,3.7643
2014-06-06,4y,4.0,3.8405
2014-06-06,5y,5.0,3.8854
2014-06-06,6y,6.0,3.9192
2014-06-06,7y,7.0,3.9798
2014-06-06,8y,8.0,4.01
2014-06-06,9y,9.0,4.0456
2014-06-06,10y,10.0,4.0614
2014-06-06,15y,15.0,4.2363
2014-06-06,20y,20.0,4.4283
2014-06-06,30y,30.0,4.5732
2014-06-06,40y,40.0,4.6708
2014-06-06,50y,50.0,4.715
