,term,term_d,rate
2012-01-04,0d,0.0,2.3431
2012-01-04,1m,0.08,2.5759
2012-01-04,2m,0.17,2.7381
2012-01-04,3m,0.25,2.7476
2012-01-04,6m,0.5,2.659
2012-01-04,9m,0.75,2.6429
2012-01-04,1y,1.0,2.7278
2012-01-04,2y,2.0,2.8296
2012-01-04,3y,3.0,2.8657
2012-01-04,4y,4.0,2.99
2012-01-04,5y,5.0,3.0468
2012-01-04,6y,6.0,3.3137
2012-01-04,7y,7.0,3.3469
2012-01-04,8y,8.0,3.4258
2012-01-04,9y,9.0,3.437
2012-01-04,10y,10.0,3.4395
2012-01-04,15y,15.0,3.7039
2012-01-04,20y,20.0,3.9264
2012-01-04,30y,30.0,4.0842
2012-01-04,40y,40.0,4.1669
2012-01-04,50y,50.0,4.2612
