,term,term_d,rate
2014-12-05,0d,0.0,2.1977
2014-12-05,1m,0.08,3.1472
2014-12-05,2m,0.17,3.1859
2014-12-05,3m,0.25,3.1896
2014-12-05,6m,0.5,3.1833
2014-12-05,9m,0.75,3.1510000000000002
2014-12-05,1y,1.0,3.1431
2014-12-05,2y,2.0,3.2894
2014-12-05,3y,3.0,3.4337
2014-12-05,4y,4.0,3.5493
2014-12-05,5y,5.0,3.6549
2014-12-05,6y,6.0,3.7324
2014-12-05,7y,7.0,3.7628
2014-12-05,8y,8.0,3.7711
2014-12-05,9y,9.0,3.7741
2014-12-05,10y,10.0,3.7759
2014-12-05,15y,15.0,3.9929
2014-12-05,20y,20.0,4.1828
2014-12-05,30y,30.0,4.2731
2014-12-05,40y,40.0,4.3181
2014-12-05,50y,50.0,4.3723
