,term,term_d,rate
2013-09-09,0d,0.0,2.1797
2013-09-09,1m,0.08,3.5081
2013-09-09,2m,0.17,3.583
2013-09-09,3m,0.25,3.6489999999999996
2013-09-09,6m,0.5,3.5981
2013-09-09,9m,0.75,3.6087
2013-09-09,1y,1.0,3.6106
2013-09-09,2y,2.0,3.9005
2013-09-09,3y,3.0,3.9360000000000004
2013-09-09,4y,4.0,3.9596
2013-09-09,5y,5.0,3.9616
2013-09-09,6y,6.0,4.0397
2013-09-09,7y,7.0,4.0398
2013-09-09,8y,8.0,4.0396
2013-09-09,9y,9.0,4.0549
2013-09-09,10y,10.0,4.055
2013-09-09,15y,15.0,4.1378
2013-09-09,20y,20.0,4.3406
2013-09-09,30y,30.0,4.3628
2013-09-09,40y,40.0,4.3816
2013-09-09,50y,50.0,4.4015
