,term,term_d,rate
2011-07-19,0d,0.0,3.5172
2011-07-19,1m,0.08,3.2909
2011-07-19,2m,0.17,3.1551
2011-07-19,3m,0.25,3.241
2011-07-19,6m,0.5,3.4309
2011-07-19,9m,0.75,3.63
2011-07-19,1y,1.0,3.665
2011-07-19,2y,2.0,3.5496
2011-07-19,3y,3.0,3.5924
2011-07-19,4y,4.0,3.6393
2011-07-19,5y,5.0,3.6855
2011-07-19,6y,6.0,3.7687
2011-07-19,7y,7.0,3.8737
2011-07-19,8y,8.0,3.9718
2011-07-19,9y,9.0,4.0098
2011-07-19,10y,10.0,4.0088
2011-07-19,15y,15.0,4.199
2011-07-19,20y,20.0,4.3716
2011-07-19,30y,30.0,4.5149
2011-07-19,40y,40.0,4.6013
2011-07-19,50y,50.0,4.6614
