,term,term_d,rate
2011-09-23,0d,0.0,2.3905
2011-09-23,1m,0.08,2.8242
2011-09-23,2m,0.17,3.258
2011-09-23,3m,0.25,3.5001
2011-09-23,6m,0.5,3.6654
2011-09-23,9m,0.75,3.6641
2011-09-23,1y,1.0,3.7032
2011-09-23,2y,2.0,3.8221
2011-09-23,3y,3.0,3.8232
2011-09-23,4y,4.0,3.82
2011-09-23,5y,5.0,3.8187
2011-09-23,6y,6.0,3.8882
2011-09-23,7y,7.0,3.9232
2011-09-23,8y,8.0,3.965
2011-09-23,9y,9.0,3.9659
2011-09-23,10y,10.0,3.9662
2011-09-23,15y,15.0,4.2091
2011-09-23,20y,20.0,4.3761
2011-09-23,30y,30.0,4.449
2011-09-23,40y,40.0,4.5494
2011-09-23,50y,50.0,4.6411
