,term,term_d,rate
2011-07-11,0d,0.0,2.4572
2011-07-11,1m,0.08,2.8736
2011-07-11,2m,0.17,3.1449
2011-07-11,3m,0.25,3.1759
2011-07-11,6m,0.5,3.2251
2011-07-11,9m,0.75,3.2968
2011-07-11,1y,1.0,3.3821
2011-07-11,2y,2.0,3.4472
2011-07-11,3y,3.0,3.4619
2011-07-11,4y,4.0,3.5125
2011-07-11,5y,5.0,3.5704
2011-07-11,6y,6.0,3.6664
2011-07-11,7y,7.0,3.7395
2011-07-11,8y,8.0,3.8272
2011-07-11,9y,9.0,3.8710000000000004
2011-07-11,10y,10.0,3.8923
2011-07-11,15y,15.0,4.1102
2011-07-11,20y,20.0,4.3053
2011-07-11,30y,30.0,4.4922
2011-07-11,40y,40.0,4.5652
2011-07-11,50y,50.0,4.6253
