,term,term_d,rate
2014-02-17,0d,0.0,1.6217
2014-02-17,1m,0.08,3.833
2014-02-17,2m,0.17,3.33
2014-02-17,3m,0.25,3.2747
2014-02-17,6m,0.5,3.3634
2014-02-17,9m,0.75,3.3823
2014-02-17,1y,1.0,3.4339
2014-02-17,2y,2.0,3.6694
2014-02-17,3y,3.0,3.8212
2014-02-17,4y,4.0,4.2336
2014-02-17,5y,5.0,4.2099
2014-02-17,6y,6.0,4.497
2014-02-17,7y,7.0,4.422
2014-02-17,8y,8.0,4.5584
2014-02-17,9y,9.0,4.578
2014-02-17,10y,10.0,4.5135
2014-02-17,15y,15.0,4.7495
2014-02-17,20y,20.0,4.9827
2014-02-17,30y,30.0,5.0772
2014-02-17,40y,40.0,5.1556
2014-02-17,50y,50.0,5.2105
