,term,term_d,rate
2014-08-05,0d,0.0,2.5417
2014-08-05,1m,0.08,3.3801
2014-08-05,2m,0.17,3.5634
2014-08-05,3m,0.25,3.5752
2014-08-05,6m,0.5,3.7306
2014-08-05,9m,0.75,3.7055
2014-08-05,1y,1.0,3.7165
2014-08-05,2y,2.0,3.8571
2014-08-05,3y,3.0,3.9216
2014-08-05,4y,4.0,3.9530000000000003
2014-08-05,5y,5.0,3.9759
2014-08-05,6y,6.0,4.0575
2014-08-05,7y,7.0,4.1693
2014-08-05,8y,8.0,4.2163
2014-08-05,9y,9.0,4.2373
2014-08-05,10y,10.0,4.2576
2014-08-05,15y,15.0,4.4408
2014-08-05,20y,20.0,4.6228
2014-08-05,30y,30.0,4.7687
2014-08-05,40y,40.0,4.8489
2014-08-05,50y,50.0,4.8931
