,term,term_d,rate
2014-05-07,0d,0.0,1.5467
2014-05-07,1m,0.08,2.8265
2014-05-07,2m,0.17,3.0508
2014-05-07,3m,0.25,3.1081
2014-05-07,6m,0.5,3.3179
2014-05-07,9m,0.75,3.5298
2014-05-07,1y,1.0,3.5267
2014-05-07,2y,2.0,3.7155
2014-05-07,3y,3.0,3.9765
2014-05-07,4y,4.0,4.0536
2014-05-07,5y,5.0,4.0657
2014-05-07,6y,6.0,4.2321
2014-05-07,7y,7.0,4.2059
2014-05-07,8y,8.0,4.2612
2014-05-07,9y,9.0,4.3002
2014-05-07,10y,10.0,4.2803
2014-05-07,15y,15.0,4.5157
2014-05-07,20y,20.0,4.7277
2014-05-07,30y,30.0,4.8435
2014-05-07,40y,40.0,4.9306
2014-05-07,50y,50.0,4.9823
