,term,term_d,rate
2013-01-14,0d,0.0,1.4827
2013-01-14,1m,0.08,2.255
2013-01-14,2m,0.17,2.7624
2013-01-14,3m,0.25,2.6369
2013-01-14,6m,0.5,2.675
2013-01-14,9m,0.75,2.7587
2013-01-14,1y,1.0,2.8361
2013-01-14,2y,2.0,3.0653
2013-01-14,3y,3.0,3.0989999999999998
2013-01-14,4y,4.0,3.2277
2013-01-14,5y,5.0,3.2564
2013-01-14,6y,6.0,3.423
2013-01-14,7y,7.0,3.5112
2013-01-14,8y,8.0,3.5378
2013-01-14,9y,9.0,3.5707
2013-01-14,10y,10.0,3.6023
2013-01-14,15y,15.0,3.8673
2013-01-14,20y,20.0,4.1001
2013-01-14,30y,30.0,4.2053
2013-01-14,40y,40.0,4.2922
2013-01-14,50y,50.0,4.3568
