,term,term_d,rate
2014-03-25,0d,0.0,1.6067
2014-03-25,1m,0.08,3.4737
2014-03-25,2m,0.17,3.1179
2014-03-25,3m,0.25,3.0071
2014-03-25,6m,0.5,2.9096
2014-03-25,9m,0.75,2.8393
2014-03-25,1y,1.0,3.1033
2014-03-25,2y,2.0,3.5152
2014-03-25,3y,3.0,3.8117
2014-03-25,4y,4.0,4.1581
2014-03-25,5y,5.0,4.149
2014-03-25,6y,6.0,4.4656
2014-03-25,7y,7.0,4.3337
2014-03-25,8y,8.0,4.4131
2014-03-25,9y,9.0,4.4688
2014-03-25,10y,10.0,4.5192
2014-03-25,15y,15.0,4.7502
2014-03-25,20y,20.0,4.9757
2014-03-25,30y,30.0,5.0743
2014-03-25,40y,40.0,5.1574
2014-03-25,50y,50.0,5.2116
