,term,term_d,rate
2014-05-05,0d,0.0,1.5467
2014-05-05,1m,0.08,3.0025
2014-05-05,2m,0.17,3.0504
2014-05-05,3m,0.25,3.1179
2014-05-05,6m,0.5,3.3378
2014-05-05,9m,0.75,3.5615
2014-05-05,1y,1.0,3.5613
2014-05-05,2y,2.0,3.7227
2014-05-05,3y,3.0,3.9611
2014-05-05,4y,4.0,4.1036
2014-05-05,5y,5.0,4.0956
2014-05-05,6y,6.0,4.3321
2014-05-05,7y,7.0,4.2361
2014-05-05,8y,8.0,4.3137
2014-05-05,9y,9.0,4.3602
2014-05-05,10y,10.0,4.3002
2014-05-05,15y,15.0,4.5356
2014-05-05,20y,20.0,4.7476
2014-05-05,30y,30.0,4.8534
2014-05-05,40y,40.0,4.9405
2014-05-05,50y,50.0,4.9922
