,term,term_d,rate
2012-11-14,0d,0.0,1.8621
2012-11-14,1m,0.08,2.4984
2012-11-14,2m,0.17,2.8712
2012-11-14,3m,0.25,2.8838
2012-11-14,6m,0.5,2.8107
2012-11-14,9m,0.75,2.8239
2012-11-14,1y,1.0,2.9188
2012-11-14,2y,2.0,3.0334
2012-11-14,3y,3.0,3.0498
2012-11-14,4y,4.0,3.1441
2012-11-14,5y,5.0,3.1711
2012-11-14,6y,6.0,3.3491
2012-11-14,7y,7.0,3.448
2012-11-14,8y,8.0,3.4893
2012-11-14,9y,9.0,3.5165
2012-11-14,10y,10.0,3.5356
2012-11-14,15y,15.0,3.8273
2012-11-14,20y,20.0,4.0873
2012-11-14,30y,30.0,4.1843
2012-11-14,40y,40.0,4.2677
2012-11-14,50y,50.0,4.3156
