,term,term_d,rate
2013-08-09,0d,0.0,2.1737
2013-08-09,1m,0.08,3.3975
2013-08-09,2m,0.17,3.409
2013-08-09,3m,0.25,3.4383
2013-08-09,6m,0.5,3.3893
2013-08-09,9m,0.75,3.4433
2013-08-09,1y,1.0,3.4333
2013-08-09,2y,2.0,3.5627
2013-08-09,3y,3.0,3.6024
2013-08-09,4y,4.0,3.7481
2013-08-09,5y,5.0,3.7453
2013-08-09,6y,6.0,3.7722
2013-08-09,7y,7.0,3.7826
2013-08-09,8y,8.0,3.7939
2013-08-09,9y,9.0,3.8337
2013-08-09,10y,10.0,3.8407
2013-08-09,15y,15.0,3.9487
2013-08-09,20y,20.0,4.1264
2013-08-09,30y,30.0,4.202
2013-08-09,40y,40.0,4.2682
2013-08-09,50y,50.0,4.2938
