,term,term_d,rate
2012-08-08,0d,0.0,1.4929
2012-08-08,1m,0.08,1.9841
2012-08-08,2m,0.17,2.2981
2012-08-08,3m,0.25,2.3143
2012-08-08,6m,0.5,2.4499
2012-08-08,9m,0.75,2.3852
2012-08-08,1y,1.0,2.4378
2012-08-08,2y,2.0,2.5956
2012-08-08,3y,3.0,2.7155
2012-08-08,4y,4.0,2.7361
2012-08-08,5y,5.0,2.9592
2012-08-08,6y,6.0,3.1178
2012-08-08,7y,7.0,3.182
2012-08-08,8y,8.0,3.2778
2012-08-08,9y,9.0,3.3296
2012-08-08,10y,10.0,3.3545
2012-08-08,15y,15.0,3.6474
2012-08-08,20y,20.0,3.9285
2012-08-08,30y,30.0,4.1526
2012-08-08,40y,40.0,4.1847
2012-08-08,50y,50.0,4.2482
