,term,term_d,rate
2013-03-06,0d,0.0,2.0127
2013-03-06,1m,0.08,2.4172
2013-03-06,2m,0.17,2.6854
2013-03-06,3m,0.25,2.7004
2013-03-06,6m,0.5,2.7174
2013-03-06,9m,0.75,2.7333
2013-03-06,1y,1.0,2.7639
2013-03-06,2y,2.0,3.0479
2013-03-06,3y,3.0,3.0943
2013-03-06,4y,4.0,3.2509
2013-03-06,5y,5.0,3.2571
2013-03-06,6y,6.0,3.4395
2013-03-06,7y,7.0,3.4672
2013-03-06,8y,8.0,3.5161
2013-03-06,9y,9.0,3.5515
2013-03-06,10y,10.0,3.5802
2013-03-06,15y,15.0,3.8503
2013-03-06,20y,20.0,4.0914
2013-03-06,30y,30.0,4.1963
2013-03-06,40y,40.0,4.2774
2013-03-06,50y,50.0,4.3414
