,term,term_d,rate
2015-09-25,0d,0.0,1.4128
2015-09-25,1m,0.08,2.3407
2015-09-25,2m,0.17,2.2229
2015-09-25,3m,0.25,2.2533
2015-09-25,6m,0.5,2.3423
2015-09-25,9m,0.75,2.3191
2015-09-25,1y,1.0,2.3625
2015-09-25,2y,2.0,2.6949
2015-09-25,3y,3.0,2.9772
2015-09-25,4y,4.0,3.0762
2015-09-25,5y,5.0,3.1226
2015-09-25,6y,6.0,3.2594
2015-09-25,7y,7.0,3.3248
2015-09-25,8y,8.0,3.321
2015-09-25,9y,9.0,3.3145
2015-09-25,10y,10.0,3.3101
2015-09-25,15y,15.0,3.4924
2015-09-25,20y,20.0,3.7373
2015-09-25,30y,30.0,3.8769
2015-09-25,40y,40.0,3.9326
2015-09-25,50y,50.0,3.9784
