,term,term_d,rate
2013-02-27,0d,0.0,3.0866
2013-02-27,1m,0.08,2.8132
2013-02-27,2m,0.17,2.6491
2013-02-27,3m,0.25,2.6674
2013-02-27,6m,0.5,2.6815
2013-02-27,9m,0.75,2.7295
2013-02-27,1y,1.0,2.7528
2013-02-27,2y,2.0,3.0657
2013-02-27,3y,3.0,3.1025
2013-02-27,4y,4.0,3.2762
2013-02-27,5y,5.0,3.2928
2013-02-27,6y,6.0,3.4425
2013-02-27,7y,7.0,3.4762
2013-02-27,8y,8.0,3.5141
2013-02-27,9y,9.0,3.5517
2013-02-27,10y,10.0,3.5904
2013-02-27,15y,15.0,3.8552
2013-02-27,20y,20.0,4.0964
2013-02-27,30y,30.0,4.1988
2013-02-27,40y,40.0,4.2799
2013-02-27,50y,50.0,4.3427
