,term,term_d,rate
2013-10-22,0d,0.0,2.2116
2013-10-22,1m,0.08,3.6188
2013-10-22,2m,0.17,3.6181
2013-10-22,3m,0.25,3.5121
2013-10-22,6m,0.5,3.4419
2013-10-22,9m,0.75,3.4955
2013-10-22,1y,1.0,3.5522
2013-10-22,2y,2.0,3.7544
2013-10-22,3y,3.0,3.8714
2013-10-22,4y,4.0,3.9364
2013-10-22,5y,5.0,3.9627
2013-10-22,6y,6.0,4.0918
2013-10-22,7y,7.0,4.1195
2013-10-22,8y,8.0,4.1244
2013-10-22,9y,9.0,4.1392
2013-10-22,10y,10.0,4.1305
2013-10-22,15y,15.0,4.3661
2013-10-22,20y,20.0,4.5699
2013-10-22,30y,30.0,4.7593
2013-10-22,40y,40.0,4.7924
2013-10-22,50y,50.0,4.8223
