,term,term_d,rate
2011-03-02,0d,0.0,1.493
2011-03-02,1m,0.08,2.0175
2011-03-02,2m,0.17,2.4148
2011-03-02,3m,0.25,2.484
2011-03-02,6m,0.5,2.6918
2011-03-02,9m,0.75,2.8312
2011-03-02,1y,1.0,2.9697
2011-03-02,2y,2.0,3.2431
2011-03-02,3y,3.0,3.3678
2011-03-02,4y,4.0,3.4856
2011-03-02,5y,5.0,3.5647
2011-03-02,6y,6.0,3.7479
2011-03-02,7y,7.0,3.7710000000000004
2011-03-02,8y,8.0,3.8563
2011-03-02,9y,9.0,3.8916
2011-03-02,10y,10.0,3.9233
2011-03-02,15y,15.0,4.0938
2011-03-02,20y,20.0,4.1918
2011-03-02,30y,30.0,4.2923
2011-03-02,40y,40.0,4.3681
2011-03-02,50y,50.0,4.4337
