,term,term_d,rate
2014-11-17,0d,0.0,2.0787
2014-11-17,1m,0.08,3.1166
2014-11-17,2m,0.17,3.1695
2014-11-17,3m,0.25,3.1986
2014-11-17,6m,0.5,3.2
2014-11-17,9m,0.75,3.1805
2014-11-17,1y,1.0,3.1692
2014-11-17,2y,2.0,3.2556
2014-11-17,3y,3.0,3.3416
2014-11-17,4y,4.0,3.4192
2014-11-17,5y,5.0,3.4937
2014-11-17,6y,6.0,3.5761
2014-11-17,7y,7.0,3.6335
2014-11-17,8y,8.0,3.6511
2014-11-17,9y,9.0,3.6572
2014-11-17,10y,10.0,3.6609
2014-11-17,15y,15.0,3.8793
2014-11-17,20y,20.0,4.0692
2014-11-17,30y,30.0,4.1595
2014-11-17,40y,40.0,4.2285
2014-11-17,50y,50.0,4.2827
