,term,term_d,rate
2014-08-11,0d,0.0,2.3517
2014-08-11,1m,0.08,3.3901
2014-08-11,2m,0.17,3.4810000000000003
2014-08-11,3m,0.25,3.5134
2014-08-11,6m,0.5,3.7637
2014-08-11,9m,0.75,3.7094
2014-08-11,1y,1.0,3.728
2014-08-11,2y,2.0,3.8537
2014-08-11,3y,3.0,3.928
2014-08-11,4y,4.0,3.9505
2014-08-11,5y,5.0,3.9809
2014-08-11,6y,6.0,4.0708
2014-08-11,7y,7.0,4.1893
2014-08-11,8y,8.0,4.2501
2014-08-11,9y,9.0,4.2793
2014-08-11,10y,10.0,4.2815
2014-08-11,15y,15.0,4.4636
2014-08-11,20y,20.0,4.6452
2014-08-11,30y,30.0,4.7852
2014-08-11,40y,40.0,4.8654
2014-08-11,50y,50.0,4.9096
