,term,term_d,rate
2013-04-02,0d,0.0,1.5036
2013-04-02,1m,0.08,2.2508
2013-04-02,2m,0.17,2.6991
2013-04-02,3m,0.25,2.6581
2013-04-02,6m,0.5,2.622
2013-04-02,9m,0.75,2.6209
2013-04-02,1y,1.0,2.6716
2013-04-02,2y,2.0,2.9828
2013-04-02,3y,3.0,3.0253
2013-04-02,4y,4.0,3.2267
2013-04-02,5y,5.0,3.2434
2013-04-02,6y,6.0,3.4160000000000004
2013-04-02,7y,7.0,3.4244
2013-04-02,8y,8.0,3.4953
2013-04-02,9y,9.0,3.5077
2013-04-02,10y,10.0,3.5106
2013-04-02,15y,15.0,3.8154
2013-04-02,20y,20.0,4.0659
2013-04-02,30y,30.0,4.1835
2013-04-02,40y,40.0,4.2646
2013-04-02,50y,50.0,4.336
