,term,term_d,rate
2014-07-24,0d,0.0,2.4397
2014-07-24,1m,0.08,3.6683
2014-07-24,2m,0.17,3.4279
2014-07-24,3m,0.25,3.455
2014-07-24,6m,0.5,3.5098
2014-07-24,9m,0.75,3.5853
2014-07-24,1y,1.0,3.7369
2014-07-24,2y,2.0,3.8868
2014-07-24,3y,3.0,3.9112
2014-07-24,4y,4.0,3.9768
2014-07-24,5y,5.0,4.0347
2014-07-24,6y,6.0,4.0973
2014-07-24,7y,7.0,4.2055
2014-07-24,8y,8.0,4.2461
2014-07-24,9y,9.0,4.2728
2014-07-24,10y,10.0,4.2967
2014-07-24,15y,15.0,4.4788
2014-07-24,20y,20.0,4.6608
2014-07-24,30y,30.0,4.7807
2014-07-24,40y,40.0,4.8783
2014-07-24,50y,50.0,4.9225
