,term,term_d,rate
2014-04-25,0d,0.0,1.4867
2014-04-25,1m,0.08,3.0807
2014-04-25,2m,0.17,3.1123
2014-04-25,3m,0.25,3.1404
2014-04-25,6m,0.5,3.3678
2014-04-25,9m,0.75,3.5591
2014-04-25,1y,1.0,3.5944
2014-04-25,2y,2.0,3.7223
2014-04-25,3y,3.0,3.9362
2014-04-25,4y,4.0,4.1451
2014-04-25,5y,5.0,4.0209
2014-04-25,6y,6.0,4.3821
2014-04-25,7y,7.0,4.2557
2014-04-25,8y,8.0,4.357
2014-04-25,9y,9.0,4.4245
2014-04-25,10y,10.0,4.3294
2014-04-25,15y,15.0,4.5655
2014-04-25,20y,20.0,4.7775
2014-04-25,30y,30.0,4.8953
2014-04-25,40y,40.0,4.9804
2014-04-25,50y,50.0,5.0319
