,term,term_d,rate
2015-04-02,0d,0.0,2.2797
2015-04-02,1m,0.08,3.3254
2015-04-02,2m,0.17,3.2212
2015-04-02,3m,0.25,3.137
2015-04-02,6m,0.5,3.1021
2015-04-02,9m,0.75,3.1209
2015-04-02,1y,1.0,3.1743
2015-04-02,2y,2.0,3.2176
2015-04-02,3y,3.0,3.2609
2015-04-02,4y,4.0,3.3297
2015-04-02,5y,5.0,3.4113
2015-04-02,6y,6.0,3.4618
2015-04-02,7y,7.0,3.502
2015-04-02,8y,8.0,3.5257
2015-04-02,9y,9.0,3.5333
2015-04-02,10y,10.0,3.5438
2015-04-02,15y,15.0,3.782
2015-04-02,20y,20.0,4.0153
2015-04-02,30y,30.0,4.1245
2015-04-02,40y,40.0,4.2107
2015-04-02,50y,50.0,4.2646
