,term,term_d,rate
2011-02-25,0d,0.0,2.1775
2011-02-25,1m,0.08,2.3893
2011-02-25,2m,0.17,2.5756
2011-02-25,3m,0.25,2.6268
2011-02-25,6m,0.5,2.8321
2011-02-25,9m,0.75,2.9498
2011-02-25,1y,1.0,3.0257
2011-02-25,2y,2.0,3.2430000000000003
2011-02-25,3y,3.0,3.3526
2011-02-25,4y,4.0,3.5214
2011-02-25,5y,5.0,3.6336
2011-02-25,6y,6.0,3.81
2011-02-25,7y,7.0,3.8313
2011-02-25,8y,8.0,3.8718
2011-02-25,9y,9.0,3.9139
2011-02-25,10y,10.0,3.9566
2011-02-25,15y,15.0,4.1224
2011-02-25,20y,20.0,4.2078
2011-02-25,30y,30.0,4.3026
2011-02-25,40y,40.0,4.3784
2011-02-25,50y,50.0,4.444
