,term,term_d,rate
2012-08-22,0d,0.0,2.0247
2012-08-22,1m,0.08,2.3695
2012-08-22,2m,0.17,2.6071
2012-08-22,3m,0.25,2.6328
2012-08-22,6m,0.5,2.6413
2012-08-22,9m,0.75,2.6372
2012-08-22,1y,1.0,2.5814
2012-08-22,2y,2.0,2.8201
2012-08-22,3y,3.0,2.935
2012-08-22,4y,4.0,3.0123
2012-08-22,5y,5.0,3.173
2012-08-22,6y,6.0,3.2263
2012-08-22,7y,7.0,3.3175
2012-08-22,8y,8.0,3.3655
2012-08-22,9y,9.0,3.3853
2012-08-22,10y,10.0,3.3935
2012-08-22,15y,15.0,3.676
2012-08-22,20y,20.0,3.9388
2012-08-22,30y,30.0,4.1604
2012-08-22,40y,40.0,4.1887
2012-08-22,50y,50.0,4.2522
