,term,term_d,rate
2014-11-04,0d,0.0,2.1117
2014-11-04,1m,0.08,3.2018
2014-11-04,2m,0.17,3.2918
2014-11-04,3m,0.25,3.302
2014-11-04,6m,0.5,3.27
2014-11-04,9m,0.75,3.2427
2014-11-04,1y,1.0,3.2426
2014-11-04,2y,2.0,3.2865
2014-11-04,3y,3.0,3.3277
2014-11-04,4y,4.0,3.4013
2014-11-04,5y,5.0,3.4895
2014-11-04,6y,6.0,3.5551
2014-11-04,7y,7.0,3.6016
2014-11-04,8y,8.0,3.6266
2014-11-04,9y,9.0,3.6346
2014-11-04,10y,10.0,3.6412
2014-11-04,15y,15.0,3.86
2014-11-04,20y,20.0,4.0499
2014-11-04,30y,30.0,4.1402
2014-11-04,40y,40.0,4.2224
2014-11-04,50y,50.0,4.2766
