,term,term_d,rate
2013-08-01,0d,0.0,2.8087
2013-08-01,1m,0.08,3.502
2013-08-01,2m,0.17,3.3926
2013-08-01,3m,0.25,3.3906
2013-08-01,6m,0.5,3.4
2013-08-01,9m,0.75,3.4214
2013-08-01,1y,1.0,3.4347
2013-08-01,2y,2.0,3.4748
2013-08-01,3y,3.0,3.5252
2013-08-01,4y,4.0,3.6224
2013-08-01,5y,5.0,3.6135
2013-08-01,6y,6.0,3.6587
2013-08-01,7y,7.0,3.6402
2013-08-01,8y,8.0,3.6916
2013-08-01,9y,9.0,3.7148
2013-08-01,10y,10.0,3.7053
2013-08-01,15y,15.0,3.8528
2013-08-01,20y,20.0,4.0434
2013-08-01,30y,30.0,4.1605
2013-08-01,40y,40.0,4.2391
2013-08-01,50y,50.0,4.2731
